Player,PER,TS%,WS,BPM,VORP
Jae Crowder\crowdja01,11.3,.541,4.3,1.1,1.5
Jarrett Culver\culveja01,8.7,.433,0.1,-5.4,-0.3
Jarron Cumberland\cumbeja01,8.4,.500,0.0,-6.6,0.0
Cade Cunningham\cunnica01,13.1,.504,-0.5,-1.6,0.2
Seth Curry\curryse01,13.7,.615,4.2,-0.6,0.8
Seth Curry\curryse01,13.3,.603,2.9,-1.0,0.4
Seth Curry\curryse01,14.6,.645,1.3,0.7,0.4
Stephen Curry\curryst01,21.4,.601,8.0,5.8,4.4
Anthony Davis\davisan02,23.9,.578,4.5,3.8,2.0
Ed Davis\davised01,9.3,.632,0.5,-1.8,0.0
Terence Davis\daviste02,14.6,.543,0.5,-0.9,0.2
Gabriel Deck\deckga01,11.5,.643,0.1,-2.5,0.0
Dewayne Dedmon\dedmode01,15.9,.632,3.5,-1.0,0.3
Sam Dekker\dekkesa01,0.0,,0.0,-9.6,0.0
Javin DeLaurier\delauja01,15.6,,0.0,7.0,0.0
DeMar DeRozan\derozde01,23.1,.590,8.8,2.5,3.1
Mamadi Diakite\diakima01,11.6,.540,0.3,-5.0,-0.1
Cheick Diallo\diallch01,12.3,.517,0.1,-7.5,0.0
Hamidou Diallo\diallha01,15.7,.541,2.1,-0.5,0.5
Gorgui Dieng\dienggo01,17.3,.624,1.2,2.1,0.4
Spencer Dinwiddie\dinwisp01,15.1,.543,4.1,0.3,1.1
Spencer Dinwiddie\dinwisp01,13.2,.501,1.6,-0.9,0.3
Spencer Dinwiddie\dinwisp01,19.0,.624,2.5,2.9,0.8
Donte DiVincenzo\divindo01,11.3,.510,0.7,-2.3,-0.1
Donte DiVincenzo\divindo01,7.9,.470,-0.1,-5.5,-0.3
Donte DiVincenzo\divindo01,13.0,.532,0.8,-0.6,0.2
Luka Dončić\doncilu01,25.1,.571,7.6,8.2,5.9
Luguentz Dort\dortlu01,12.3,.541,1.4,-2.3,-0.1
Ayo Dosunmu\dosunay01,11.2,.596,3.0,-2.0,0.0
Damyean Dotson\dotsoda01,6.4,.500,0.0,-4.9,0.0
Devon Dotson\dotsode01,9.8,.538,0.1,-4.9,-0.1
Sekou Doumbouya\doumbse01,40.7,.717,0.1,18.8,0.1
Jeff Dowtin\dowtije01,6.8,.353,0.0,-5.6,-0.1
Jeff Dowtin\dowtije01,9.5,.500,0.1,-3.6,0.0
Jeff Dowtin\dowtije01,-12.9,.000,0.0,-22.6,0.0
Jeff Dowtin\dowtije01,6.5,.327,-0.1,-5.6,-0.1
PJ Dozier\doziepj01,8.7,.463,0.3,-2.0,0.0
Goran Dragić\dragigo01,10.0,.474,0.4,-3.3,-0.2
Goran Dragić\dragigo01,16.2,.521,0.3,1.9,0.1
Goran Dragić\dragigo01,8.6,.460,0.1,-4.4,-0.3
Andre Drummond\drumman01,21.0,.574,5.1,1.3,1.2
Andre Drummond\drumman01,19.3,.544,2.9,1.3,0.7
Andre Drummond\drumman01,23.8,.610,2.2,1.2,0.4
Chris Duarte\duartch01,12.3,.537,0.9,-2.3,-0.1
David Duke Jr.\dukeda01,10.0,.444,0.3,-3.9,-0.2
Kris Dunn\dunnkr01,12.5,.482,0.2,-5.4,-0.3
Kevin Durant\duranke01,25.6,.634,8.4,7.2,4.8
Jaime Echenique\echenja01,0.0,,0.0,-8.5,0.0
Anthony Edwards\edwaran01,16.5,.560,4.3,1.2,2.0
Carsen Edwards\edwarca01,5.5,.378,-0.1,-9.3,-0.1
Kessler Edwards\edwarke02,8.3,.516,0.6,-3.8,-0.5
Rob Edwards\edwarro01,-0.8,.375,0.0,-11.2,0.0
CJ Elleby\ellebcj01,9.2,.491,0.4,-5.3,-1.0
Wayne Ellington\ellinwa01,9.9,.593,1.0,-1.4,0.1
Joel Embiid\embiijo01,31.2,.616,12.0,9.2,6.5
James Ennis III\ennisja01,17.7,.553,0.1,-1.1,0.0
James Ennis III\ennisja01,14.7,.357,0.0,-1.1,0.0
James Ennis III\ennisja01,26.3,.784,0.2,4.0,0.0
James Ennis III\ennisja01,3.7,.311,0.0,-11.1,0.0
Drew Eubanks\eubandr01,18.0,.638,3.4,-1.4,0.2
Drew Eubanks\eubandr01,16.0,.588,1.4,-1.2,0.1
Drew Eubanks\eubandr01,19.9,.678,2.0,-1.5,0.1
Tacko Fall\fallta01,11.3,.398,0.1,-3.4,0.0
Derrick Favors\favorde01,13.6,.534,1.4,-2.1,0.0
Bruno Fernando\fernabr01,21.2,.671,0.4,-0.1,0.1
Bruno Fernando\fernabr01,12.6,.586,0.1,-2.8,0.0
Bruno Fernando\fernabr01,26.5,.699,0.3,1.5,0.1
Dorian Finney-Smith\finnedo01,12.5,.604,6.6,0.8,1.9
Malik Fitts\fittsma01,10.7,.553,0.1,-1.1,0.0
Malik Fitts\fittsma01,-1.6,.333,-0.1,-9.8,-0.1
Malik Fitts\fittsma01,26.1,.750,0.2,9.8,0.1
Malachi Flynn\flynnma01,11.7,.488,1.0,-1.5,0.1
Bryn Forbes\forbebr01,11.5,.574,1.4,-2.9,-0.3
Bryn Forbes\forbebr01,12.4,.572,0.7,-1.6,0.1
Bryn Forbes\forbebr01,10.6,.578,0.7,-4.3,-0.4
Aleem Ford\fordal03,0.5,.350,-0.2,-11.4,-0.2
Trent Forrest\forretr01,10.9,.554,1.3,-1.0,0.2
Evan Fournier\fournev01,12.3,.554,3.7,-0.7,0.7
De'Aaron Fox\foxde01,17.4,.549,2.5,-0.6,0.7
Melvin Frazier\frazime01,-0.4,.313,-0.4,-16.4,-0.4
Tim Frazier\fraziti01,3.3,.398,-0.2,-8.6,-0.3
Tim Frazier\fraziti01,3.8,.394,-0.2,-8.0,-0.3
Tim Frazier\fraziti01,-10.3,.500,0.0,-23.6,0.0
Enes Freedom\kanteen01,15.0,.585,1.4,-1.4,0.1
Markelle Fultz\fultzma01,17.7,.517,0.4,0.2,0.2
Wenyen Gabriel\gabriwe01,12.5,.549,0.7,-5.9,-0.4
Wenyen Gabriel\gabriwe01,11.8,,0.0,-1.6,0.0
Wenyen Gabriel\gabriwe01,8.3,.474,0.0,-7.5,-0.1
Wenyen Gabriel\gabriwe01,13.1,.558,0.6,-5.7,-0.3
Daniel Gafford\gaffoda01,21.8,.708,6.0,1.6,1.3
Danilo Gallinari\gallida01,14.3,.579,3.6,-0.2,0.8
Langston Galloway\gallola01,0.7,.269,-0.2,-9.8,-0.2
Langston Galloway\gallola01,1.8,.462,-0.1,-10.4,-0.1
Langston Galloway\gallola01,-0.6,.077,-0.1,-9.1,-0.1
Darius Garland\garlada01,19.0,.576,6.3,2.6,2.8
Marcus Garrett\garrema01,4.7,.280,0.1,-5.4,-0.1
Usman Garuba\garubus01,12.9,.510,0.5,-0.9,0.1
Luka Garza\garzalu01,15.6,.535,0.8,-2.5,-0.1
Rudy Gay\gayru01,13.0,.539,2.1,-1.0,0.3
Paul George\georgpa01,18.6,.538,1.3,3.6,1.5
Taj Gibson\gibsota01,12.0,.606,2.7,-2.0,0.0
Josh Giddey\giddejo01,13.3,.478,0.4,-1.0,0.4
Shai Gilgeous-Alexander\gilgesh01,20.9,.557,4.6,3.4,2.7
Anthony Gill\gillan01,14.7,.682,1.4,-1.9,0.0
Freddie Gillespie\gillefr01,9.5,.419,0.1,-4.6,-0.1
Rudy Gobert\goberru01,24.7,.732,11.7,4.6,3.6
Brandon Goodwin\goodwbr01,11.8,.501,0.7,-1.6,0.1
Jordan Goodwin\goodwjo01,-20.4,.000,-0.1,-34.1,0.0
Aaron Gordon\gordoaa01,15.3,.602,5.2,-0.6,0.9
Eric Gordon\gordoer01,12.1,.614,1.4,-2.3,-0.1
Devonte' Graham\grahade01,12.1,.514,2.8,-1.0,0.5
Jerami Grant\grantje01,16.1,.556,2.3,1.2,1.2
Hassani Gravett\graveha01,10.1,.629,0.3,-2.3,0.0
Danny Green\greenda02,9.5,.561,1.9,-0.5,0.5
Draymond Green\greendr01,14.3,.582,3.6,3.2,1.8
Jalen Green\greenja05,12.5,.547,0.7,-2.9,-0.5
JaMychal Green\greenja01,14.1,.587,2.7,-1.8,0.0
Javonte Green\greenja02,14.0,.637,4.4,0.1,0.8
Jeff Green\greenje02,12.5,.627,3.9,-2.5,-0.2
Josh Green\greenjo02,11.9,.578,2.4,-1.0,0.3
Blake Griffin\griffbl01,13.7,.518,2.1,-0.6,0.3
Quentin Grimes\grimequ01,10.7,.565,1.4,-0.3,0.3
Kyle Guy\guyky01,9.5,.526,0.1,-3.4,-0.1
Rui Hachimura\hachiru01,14.9,.579,1.4,-1.5,0.1
Tyrese Haliburton\halibty01,18.2,.595,7.0,2.6,3.1
Tyrese Haliburton\halibty01,17.0,.575,4.0,2.6,2.0
Tyrese Haliburton\halibty01,20.5,.629,3.0,2.8,1.1
Tyler Hall\hallty01,0.0,,0.0,-8.5,0.0
R.J. Hampton\hamptrj01,8.5,.481,-0.2,-4.1,-0.7
Tim Hardaway Jr.\hardati02,12.7,.520,2.0,-0.2,0.6
James Harden\hardeja01,20.9,.583,7.6,4.1,3.7
James Harden\hardeja01,20.4,.576,4.4,4.1,2.5
James Harden\hardeja01,21.8,.601,3.3,3.9,1.2
Maurice Harkless\harklma01,7.7,.561,0.5,-3.3,-0.3
Jared Harper\harpeja01,36.9,.666,0.4,17.3,0.2
Montrezl Harrell\harremo01,23.2,.680,7.3,3.9,2.4
Montrezl Harrell\harremo01,23.9,.684,5.1,4.8,1.9
Montrezl Harrell\harremo01,21.7,.672,2.2,1.8,0.5
Gary Harris\harriga01,10.9,.571,2.2,-2.4,-0.2
Joe Harris\harrijo01,9.6,.624,0.5,-1.4,0.1
Tobias Harris\harrito02,15.9,.566,5.6,0.0,1.3
Shaquille Harrison\harrish01,4.6,.333,0.0,-8.3,0.0
Josh Hart\hartjo01,16.1,.610,4.4,1.0,1.4
Josh Hart\hartjo01,15.2,.604,3.4,0.7,0.9
Josh Hart\hartjo01,19.4,.622,1.0,1.9,0.4
Isaiah Hartenstein\harteis01,22.0,.664,5.5,4.5,2.0
Udonis Haslem\hasleud01,8.6,.495,0.1,-7.1,-0.1
Sam Hauser\hausesa01,14.8,.650,0.6,2.3,0.2
Jaxson Hayes\hayesja02,18.5,.680,5.1,0.2,0.8
Killian Hayes\hayeski01,9.3,.461,0.5,-3.5,-0.6
Gordon Hayward\haywago01,15.1,.570,2.8,-0.7,0.5
Aaron Henry\henryaa01,-7.4,.200,-0.1,-16.5,-0.1
Juancho Hernangómez\hernaju01,11.5,.542,0.9,-0.6,0.2
Juancho Hernangómez\hernaju01,3.8,.307,-0.1,-8.3,-0.2
Juancho Hernangómez\hernaju01,9.0,.451,0.1,-2.5,0.0
Juancho Hernangómez\hernaju01,14.5,.638,0.9,2.2,0.3
Willy Hernangómez\hernawi01,22.2,.582,3.2,0.2,0.5
Tyler Herro\herroty01,16.2,.561,3.8,0.7,1.5
Buddy Hield\hieldbu01,12.9,.548,1.9,-1.2,0.5
Buddy Hield\hieldbu01,11.9,.540,0.7,-1.3,0.3
Buddy Hield\hieldbu01,14.5,.563,1.1,-1.1,0.2
Haywood Highsmith\highsha01,7.0,.446,0.1,-4.6,-0.1
George Hill\hillge01,10.2,.552,2.3,-1.5,0.1
Malcolm Hill\hillma01,12.7,.619,0.6,-1.6,0.0
Malcolm Hill\hillma01,19.0,.871,0.2,3.8,0.1
Malcolm Hill\hillma01,11.0,.568,0.3,-3.1,0.0
Solomon Hill\hillso01,3.3,.200,0.0,-4.0,-0.1
Nate Hinton\hintona01,-45.2,.000,-0.1,-42.6,0.0
Jaylen Hoard\hoardja01,18.0,.536,0.6,-0.9,0.1
Aaron Holiday\holidaa01,12.6,.544,1.5,-1.7,0.1
Aaron Holiday\holidaa01,11.3,.547,0.5,-2.1,0.0
Aaron Holiday\holidaa01,14.9,.538,0.9,-0.8,0.1
Jrue Holiday\holidjr01,19.8,.593,6.9,3.2,2.9
Justin Holiday\holidju01,9.5,.543,1.4,-2.2,-0.1
Justin Holiday\holidju01,10.3,.568,1.4,-1.7,0.1
Justin Holiday\holidju01,7.9,.488,0.0,-3.4,-0.2
Richaun Holmes\holmeri01,17.8,.689,3.2,-0.5,0.4
Rodney Hood\hoodro01,7.2,.493,0.7,-3.3,-0.2
Rodney Hood\hoodro01,6.7,.470,0.5,-3.5,-0.2
Rodney Hood\hoodro01,9.3,.603,0.2,-2.5,0.0
Scotty Hopson\hopsosc01,0.1,.500,0.0,-11.6,0.0
Al Horford\horfoal01,16.7,.574,7.6,4.3,3.2
Talen Horton-Tucker\hortota01,11.0,.503,1.1,-3.3,-0.5
Danuel House Jr.\houseda01,10.6,.555,1.0,-1.1,0.2
Danuel House Jr.\houseda01,6.8,.467,-0.2,-5.6,-0.2
Danuel House Jr.\houseda01,-13.4,.000,0.0,-20.4,0.0
Danuel House Jr.\houseda01,12.5,.610,1.3,1.2,0.4
Dwight Howard\howardw01,18.2,.657,3.5,-0.2,0.4
Markus Howard\howarma02,16.1,.567,0.3,-1.2,0.0
Kevin Huerter\huertke01,11.9,.570,2.8,-1.2,0.4
Jay Huff\huffja01,0.6,.000,0.0,-7.4,0.0
Elijah Hughes\hugheel01,5.4,.426,-0.4,-6.9,-0.5
Elijah Hughes\hugheel01,10.5,.576,0.1,-1.5,0.0
Elijah Hughes\hugheel01,3.7,.375,-0.5,-8.8,-0.6
Feron Hunt\huntfe01,-3.0,.000,0.0,-11.3,0.0
De'Andre Hunter\huntede01,10.6,.547,1.1,-3.9,-0.8
Chandler Hutchison\hutchch01,1.0,.694,0.0,-8.5,0.0
Bones Hyland\hylanbo01,14.4,.558,2.4,-0.4,0.5
Serge Ibaka\ibakase01,14.4,.579,2.0,-1.5,0.1
Serge Ibaka\ibakase01,14.9,.567,1.1,-1.0,0.1
Serge Ibaka\ibakase01,13.7,.601,0.9,-2.4,0.0
Andre Iguodala\iguodan01,12.3,.478,1.6,2.7,0.7
Joe Ingles\inglejo01,10.0,.551,2.2,-0.3,0.5
Brandon Ingram\ingrabr01,18.7,.554,3.9,2.0,1.9
Kyrie Irving\irvinky01,21.4,.592,3.3,3.0,1.4
Wes Iwundu\iwundwe01,7.1,.557,0.1,-6.8,-0.1
Frank Jackson\jacksfr01,10.6,.530,0.7,-3.5,-0.4
Isaiah Jackson\jacksis01,20.5,.607,1.4,-1.5,0.1
Jaren Jackson Jr.\jacksja02,17.0,.535,5.4,-0.1,1.0
Josh Jackson\jacksjo02,9.5,.491,0.0,-4.5,-0.5
Josh Jackson\jacksjo02,9.9,.501,0.2,-3.7,-0.3
Josh Jackson\jacksjo02,7.1,.446,-0.2,-9.2,-0.2
Justin Jackson\jacksju01,7.7,.472,0.0,-3.3,0.0
Justin Jackson\jacksju01,22.7,.532,0.0,-2.5,0.0
Justin Jackson\jacksju01,6.8,.464,0.0,-3.4,0.0
Reggie Jackson\jacksre01,12.1,.488,0.4,-2.9,-0.6
LeBron James\jamesle01,26.2,.619,7.5,7.7,5.1
DeJon Jarreau\jarrede01,0.0,,0.0,-8.0,0.0
DaQuan Jeffries\jeffrda01,8.4,.500,0.0,-4.9,0.0
Ty Jerome\jeromty01,11.3,.488,0.5,-2.3,-0.1
Isaiah Joe\joeis01,7.7,.519,0.4,-4.6,-0.4
Alize Johnson\johnsal02,10.7,.463,0.1,-5.5,-0.1
Alize Johnson\johnsal02,10.2,.537,0.2,-4.0,-0.1
Alize Johnson\johnsal02,5.7,.311,-0.1,-16.1,-0.1
Alize Johnson\johnsal02,15.9,.383,0.1,-4.9,0.0
B.J. Johnson\johnsbj01,12.1,.520,0.1,-4.6,0.0
Cameron Johnson\johnsca02,15.2,.625,5.6,2.7,2.1
David Johnson\johnsda08,-20.0,.000,0.0,-27.8,0.0
Jalen Johnson\johnsja05,11.3,.590,0.0,-4.9,-0.1
James Johnson\johnsja01,10.3,.513,1.7,-2.2,-0.1
Joe Johnson\johnsjo02,38.7,1.000,0.0,15.0,0.0
Keldon Johnson\johnske04,15.2,.574,4.9,-0.5,0.9
Keon Johnson\johnske07,8.7,.453,-0.5,-5.9,-0.7
Keon Johnson\johnske07,9.4,.440,0.1,-5.7,-0.1
Keon Johnson\johnske07,8.5,.457,-0.5,-6.0,-0.6
Stanley Johnson\johnsst04,10.5,.564,1.8,-2.7,-0.2
Tyler Johnson\johnsty01,7.1,.425,0.1,-3.0,0.0
Tyler Johnson\johnsty01,9.4,.550,0.1,-2.0,0.0
Tyler Johnson\johnsty01,5.5,.300,0.0,-3.8,0.0
Nikola Jokić\jokicni01,32.8,.661,15.2,13.7,9.8
Carlik Jones\jonesca03,-1.8,.202,-0.1,-15.5,-0.1
Carlik Jones\jonesca03,-4.0,.127,-0.1,-17.3,-0.1
Carlik Jones\jonesca03,8.9,.500,0.0,-6.7,0.0
Damian Jones\jonesda03,18.3,.701,3.3,0.3,0.6
Derrick Jones Jr.\jonesde02,13.0,.633,2.2,-0.9,0.2
Herbert Jones\joneshe01,12.3,.573,4.6,-0.5,0.9
Jemerrio Jones\jonesje01,14.8,.667,0.1,-1.0,0.0
Kai Jones\joneska01,9.2,.628,0.0,-6.6,-0.1
Mason Jones\jonesma05,17.8,.625,0.2,-0.9,0.0
