Player,PER,TS%,WS,BPM,VORP
Jeremy Lin\linje01,8.2,.464,0.2,-6.0,-0.4
Shaun Livingston\livinsh01,11.7,.555,2.0,-1.0,0.2
Zach Lofton\loftoza01,-10.0,.000,0.0,-11.5,0.0
Kevon Looney\looneke01,17.3,.636,6.0,0.5,0.9
Brook Lopez\lopezbr01,14.6,.597,6.7,2.2,2.4
Robin Lopez\lopezro01,15.9,.598,2.7,-1.9,0.0
Kevin Love\loveke01,19.5,.561,1.3,1.6,0.6
Kyle Lowry\lowryky01,16.5,.562,6.6,2.3,2.4
Jordan Loyd\loydjo01,16.3,.635,0.2,-1.0,0.0
Kalin Lucas\lucaska01,16.6,.532,0.0,0.8,0.0
Timothé Luwawu-Cabarrot\luwawti01,8.0,.489,0.2,-5.2,-0.5
Timothé Luwawu-Cabarrot\luwawti01,3.4,.383,-0.1,-7.1,-0.2
Timothé Luwawu-Cabarrot\luwawti01,9.0,.515,0.3,-4.7,-0.4
Tyler Lydon\lydonty01,9.3,.595,0.2,-4.2,-0.1
Trey Lyles\lylestr01,12.7,.500,1.2,-2.4,-0.1
Scott Machado\machasc01,22.2,.776,0.1,5.5,0.0
Shelvin Mack\macksh01,10.4,.489,0.9,-3.0,-0.3
Shelvin Mack\macksh01,11.0,.499,1.1,-2.5,-0.1
Shelvin Mack\macksh01,-6.6,.251,-0.3,-17.9,-0.2
Daryl Macon\maconda01,5.5,.482,0.0,-7.9,-0.1
J.P. Macura\macurjp01,5.7,.333,0.0,-7.7,0.0
Ian Mahinmi\mahinia01,12.0,.531,1.0,-3.0,-0.1
Thon Maker\makerth01,11.3,.530,2.0,-1.2,0.2
Thon Maker\makerth01,12.9,.546,1.1,0.0,0.2
Thon Maker\makerth01,10.2,.514,0.9,-2.1,0.0
Boban Marjanović\marjabo01,24.2,.664,3.0,3.2,0.9
Boban Marjanović\marjabo01,24.9,.666,1.7,3.1,0.5
Boban Marjanović\marjabo01,23.3,.663,1.3,3.3,0.4
Lauri Markkanen\markkla01,17.1,.553,2.7,-0.2,0.7
Jarell Martin\martija01,9.4,.528,0.5,-3.9,-0.2
Frank Mason III\masonfr01,12.4,.502,0.3,-3.1,-0.1
Yante Maten\matenya01,5.7,.250,0.0,-9.1,0.0
Wesley Matthews\matthwe02,10.3,.546,2.7,-1.8,0.1
Wesley Matthews\matthwe02,11.3,.556,1.8,-1.3,0.2
Wesley Matthews\matthwe02,2.9,.330,-0.1,-6.6,-0.1
Wesley Matthews\matthwe02,9.2,.543,1.0,-2.4,-0.1
Luc Mbah a Moute\mbahalu01,6.7,.495,0.0,-3.0,0.0
Tahjere McCall\mccalta01,9.6,.581,0.0,-6.6,0.0
Patrick McCaw\mccawpa01,7.5,.532,0.5,-3.0,-0.1
Patrick McCaw\mccawpa01,-0.7,.278,-0.2,-11.0,-0.1
Patrick McCaw\mccawpa01,8.7,.569,0.7,-1.7,0.0
CJ McCollum\mccolcj01,17.0,.553,5.6,1.0,1.8
T.J. McConnell\mccontj01,13.4,.555,2.9,-0.9,0.4
Doug McDermott\mcderdo01,11.6,.617,2.9,-1.4,0.2
JaVale McGee\mcgeeja01,21.8,.634,5.9,1.4,1.4
Rodney McGruder\mcgruro01,9.4,.510,1.9,-2.3,-0.1
Alfonzo McKinnie\mckinal01,11.2,.569,2.1,-3.5,-0.4
Ben McLemore\mclembe01,10.5,.541,0.2,-3.5,-0.1
Jordan McRae\mcraejo01,14.3,.550,0.5,-1.7,0.0
Jodie Meeks\meeksjo01,16.0,.647,0.3,0.5,0.1
Salah Mejri\mejrisa01,16.1,.559,1.1,0.8,0.3
De'Anthony Melton\meltode01,9.9,.466,0.0,-2.7,-0.2
Chimezie Metu\metuch01,6.4,.389,-0.3,-8.7,-0.2
Khris Middleton\middlkh01,16.5,.558,6.1,0.8,1.7
C.J. Miles\milescj01,9.0,.504,0.7,-2.9,-0.2
C.J. Miles\milescj01,8.0,.484,0.4,-3.6,-0.2
C.J. Miles\milescj01,10.8,.544,0.3,-1.5,0.0
Darius Miller\milleda01,8.4,.550,1.6,-2.9,-0.4
Malcolm Miller\millema01,13.7,.630,0.2,-0.5,0.0
Patty Mills\millspa02,13.2,.572,3.5,-0.3,0.8
Paul Millsap\millspa01,17.9,.570,6.1,1.7,1.8
Shake Milton\miltosh01,9.3,.483,0.3,-3.2,-0.1
Nikola Mirotić\mirotni01,17.2,.584,3.5,1.5,1.1
Nikola Mirotić\mirotni01,17.5,.591,2.5,1.4,0.8
Nikola Mirotić\mirotni01,16.2,.562,1.0,2.0,0.3
Donovan Mitchell\mitchdo01,17.2,.537,5.0,1.3,2.2
Naz Mitrou-Long\mitrona01,2.2,.383,-0.1,-8.7,-0.1
Malik Monk\monkma01,11.8,.518,0.3,-3.0,-0.3
Greg Monroe\monrogr01,16.0,.521,1.1,-3.2,-0.1
Greg Monroe\monrogr01,13.5,.487,0.6,-5.0,-0.3
Greg Monroe\monrogr01,60.2,.600,0.1,25.2,0.0
Greg Monroe\monrogr01,31.7,.736,0.4,8.2,0.1
E'Twaun Moore\mooreet01,11.5,.567,1.7,-2.3,-0.1
Eric Moreland\moreler01,6.7,.500,0.0,-4.7,0.0
Eric Moreland\moreler01,3.9,,0.0,-6.1,0.0
Eric Moreland\moreler01,7.1,.500,0.0,-4.5,0.0
Jaylen Morris\morrija01,12.2,.460,0.1,-0.4,0.0
Marcus Morris\morrima03,14.2,.568,4.5,-0.9,0.6
Markieff Morris\morrima02,11.7,.521,1.6,-2.7,-0.2
Markieff Morris\morrima02,12.3,.543,0.9,-2.7,-0.2
Markieff Morris\morrima02,10.4,.475,0.7,-2.8,-0.1
Monte Morris\morrimo01,16.2,.577,6.2,1.5,1.7
Donatas Motiejūnas\motiedo01,-0.5,.436,-0.1,-21.7,-0.1
Johnathan Motley\motlejo01,18.9,.563,0.3,-1.9,0.0
Emmanuel Mudiay\mudiaem01,14.6,.531,0.8,-2.0,0.0
Jamal Murray\murraja01,16.0,.538,5.1,0.6,1.6
Džanan Musa\musadz01,5.8,.415,-0.1,-7.2,-0.1
Mike Muscala\muscami01,10.8,.564,2.5,-1.1,0.3
Mike Muscala\muscami01,10.4,.560,1.9,-1.5,0.1
Mike Muscala\muscami01,12.5,.578,0.6,0.7,0.2
Svi Mykhailiuk\mykhasv01,6.0,.447,-0.1,-5.0,-0.3
Svi Mykhailiuk\mykhasv01,5.8,.451,-0.1,-5.2,-0.3
Svi Mykhailiuk\mykhasv01,9.8,.375,0.0,-0.5,0.0
Abdel Nader\naderab01,8.8,.522,0.9,-3.2,-0.2
Larry Nance Jr.\nancela02,18.6,.583,4.9,2.4,2.0
Shabazz Napier\napiesh01,15.3,.534,2.0,1.5,0.9
Raul Neto\netora01,13.5,.558,1.1,-0.3,0.2
Georges Niang\niangge01,13.0,.613,1.3,0.0,0.3
Joakim Noah\noahjo01,18.6,.571,2.2,2.1,0.7
Nerlens Noel\noelne01,19.3,.608,4.3,2.1,1.1
Dirk Nowitzki\nowitdi01,9.6,.469,0.3,-3.9,-0.4
Frank Ntilikina\ntilila01,6.0,.417,-0.8,-6.0,-0.9
James Nunnally\nunnaja01,7.3,.503,0.1,-4.8,-0.1
James Nunnally\nunnaja01,12.1,.593,0.1,0.1,0.0
James Nunnally\nunnaja01,-0.8,.346,-0.1,-13.0,-0.1
Jusuf Nurkić\nurkiju01,23.4,.570,7.8,3.7,2.8
David Nwaba\nwabada01,12.5,.558,1.4,-2.1,0.0
Royce O'Neale\onealro01,9.0,.589,3.3,-0.5,0.6
Kyle O'Quinn\oquinky01,16.8,.537,1.0,0.4,0.2
Semi Ojeleye\ojelese01,8.5,.531,0.7,-4.0,-0.3
Jahlil Okafor\okafoja01,17.9,.603,2.2,-1.5,0.1
Elie Okobo\okoboel01,7.6,.489,-0.5,-5.7,-0.9
Josh Okogie\okogijo01,9.4,.492,1.2,-3.1,-0.5
Victor Oladipo\oladivi01,17.6,.519,2.3,2.9,1.4
Kelly Olynyk\olynyke01,14.4,.610,4.7,0.7,1.2
Cedi Osman\osmande01,11.5,.536,1.5,-3.2,-0.8
Kelly Oubre Jr.\oubreke01,15.2,.551,2.2,-1.2,0.4
Kelly Oubre Jr.\oubreke01,13.3,.545,0.8,-2.6,-0.1
Kelly Oubre Jr.\oubreke01,16.4,.555,1.3,-0.4,0.5
Zaza Pachulia\pachuza01,13.7,.539,2.3,-1.2,0.2
Jabari Parker\parkeja01,15.5,.560,1.4,-1.5,0.2
Jabari Parker\parkeja01,14.6,.543,0.5,-2.1,0.0
Jabari Parker\parkeja01,17.0,.587,0.9,-0.6,0.2
Tony Parker\parketo01,15.3,.512,0.9,-2.6,-0.1
Chandler Parsons\parsoch01,8.5,.484,0.0,-4.4,-0.3
Patrick Patterson\pattepa01,8.1,.493,1.1,-2.5,-0.1
Justin Patton\pattoju01,10.5,.317,0.0,-2.0,0.0
Chris Paul\paulch01,19.7,.560,6.6,3.9,2.8
Cameron Payne\payneca01,11.5,.519,0.5,-3.0,-0.2
Cameron Payne\payneca01,10.3,.492,0.2,-3.8,-0.2
Cameron Payne\payneca01,15.3,.596,0.3,-0.7,0.1
Elfrid Payton\paytoel01,14.0,.502,1.5,-1.4,0.2
Gary Payton II\paytoga02,36.9,.688,0.1,18.9,0.1
Theo Pinson\pinsoth01,8.1,.490,0.0,-3.2,-0.1
Mason Plumlee\plumlma01,17.8,.602,5.8,2.1,1.8
Miles Plumlee\plumlmi01,18.9,.654,0.5,1.6,0.2
Jakob Poeltl\poeltja01,19.4,.640,5.1,2.0,1.3
Quincy Pondexter\pondequ01,13.2,.641,0.8,-0.9,0.1
Otto Porter Jr.\porteot01,15.9,.569,3.2,0.9,1.2
Otto Porter Jr.\porteot01,15.0,.551,2.1,0.3,0.7
Otto Porter Jr.\porteot01,18.0,.609,1.1,2.2,0.5
Bobby Portis\portibo01,16.1,.529,1.6,-2.4,-0.1
Bobby Portis\portibo01,17.2,.529,0.7,-1.9,0.0
Bobby Portis\portibo01,15.3,.530,0.9,-2.8,-0.2
Dwight Powell\poweldw01,20.4,.682,7.5,2.9,2.1
Norman Powell\powelno01,13.3,.596,2.4,-0.7,0.4
Alex Poythress\poythal01,12.2,.571,0.5,-3.5,-0.1
Taurean Prince\princta02,11.9,.575,1.5,-2.0,0.0
Zhou Qi\qizh01,80.4,1.000,0.0,52.0,0.0
Ivan Rabb\rabbiv01,16.1,.586,2.1,-1.4,0.1
Chasson Randle\randlch01,9.9,.555,0.6,-4.0,-0.4
Julius Randle\randlju01,20.9,.600,6.1,1.5,2.0
J.J. Redick\redicjj01,15.1,.602,5.9,0.2,1.3
Davon Reed\reedda01,8.1,.500,0.1,-5.5,0.0
Cameron Reynolds\reynoca01,10.4,.580,0.4,-2.5,0.0
Josh Richardson\richajo01,14.0,.536,5.6,0.3,1.5
Malachi Richardson\richama01,0.9,.481,-0.1,-8.8,-0.2
Austin Rivers\riverau01,7.7,.503,1.2,-4.3,-1.1
Austin Rivers\riverau01,6.8,.490,-0.2,-5.3,-0.6
Austin Rivers\riverau01,8.2,.511,1.4,-3.8,-0.6
Devin Robinson\robinde01,20.6,.616,0.3,1.9,0.1
Duncan Robinson\robindu01,7.6,.514,0.2,-3.5,-0.1
Glenn Robinson III\robingl02,8.7,.511,0.7,-3.0,-0.2
Jerome Robinson\robinje01,7.2,.491,0.1,-4.7,-0.2
Mitchell Robinson\robinmi01,22.0,.692,6.1,2.5,1.6
Rajon Rondo\rondora01,12.1,.473,1.3,-1.5,0.2
Derrick Rose\rosede01,19.5,.557,3.0,1.4,1.2
Terrence Ross\rosste01,15.4,.561,4.3,0.8,1.5
Terry Rozier\roziete01,12.9,.501,3.2,-0.2,0.8
Ricky Rubio\rubiori01,14.0,.520,3.7,-0.2,0.9
D'Angelo Russell\russeda01,19.4,.533,5.0,3.4,3.4
Domantas Sabonis\sabondo01,21.9,.630,7.6,3.1,2.4
Brandon Sampson\sampsbr01,8.5,.567,0.0,-4.7,-0.1
JaKarr Sampson\sampsja02,22.5,.633,0.5,3.7,0.2
Dario Šarić\saricda01,13.1,.563,3.5,-1.6,0.2
Dario Šarić\saricda01,8.1,.496,0.2,-4.7,-0.3
Dario Šarić\saricda01,14.3,.579,3.3,-0.8,0.5
Tomáš Satoranský\satorto01,14.1,.590,4.7,-0.7,0.7
Dennis Schröder\schrode01,12.7,.508,2.9,-2.0,0.0
Mike Scott\scottmi01,8.6,.528,1.6,-2.5,-0.2
Mike Scott\scottmi01,9.4,.521,0.9,-1.5,0.1
Mike Scott\scottmi01,7.7,.537,0.7,-3.7,-0.3
Thabo Sefolosha\sefolth01,12.1,.599,1.5,1.5,0.5
Wayne Selden\seldewa01,8.3,.491,-0.3,-5.4,-1.2
Wayne Selden\seldewa01,8.8,.495,0.1,-4.4,-0.3
Wayne Selden\seldewa01,8.1,.489,-0.4,-5.9,-1.0
Collin Sexton\sextoco01,12.0,.520,-0.6,-4.7,-1.8
Landry Shamet\shamela01,11.0,.604,3.6,-1.6,0.2
Landry Shamet\shamela01,10.7,.606,2.2,-1.9,0.0
Landry Shamet\shamela01,11.3,.601,1.4,-1.2,0.1
Iman Shumpert\shumpim01,9.1,.499,1.4,-1.9,0.0
Iman Shumpert\shumpim01,10.1,.511,1.2,-1.3,0.2
Iman Shumpert\shumpim01,6.3,.456,0.2,-3.7,-0.2
Pascal Siakam\siakapa01,18.7,.628,9.3,2.4,2.8
Jordan Sibert\siberjo01,29.7,1.500,0.0,16.0,0.0
Ben Simmons\simmobe01,20.0,.582,8.2,3.6,3.8
Jonathon Simmons\simmojo02,8.5,.466,0.3,-4.2,-0.6
Jonathon Simmons\simmojo02,7.4,.445,-0.2,-5.2,-0.7
Jonathon Simmons\simmojo02,12.9,.553,0.5,-0.8,0.1
Kobi Simmons\simmoko01,0.0,,0.0,-10.6,0.0
Anfernee Simons\simonan01,11.1,.535,0.1,-5.3,-0.1
Marcus Smart\smartma01,13.1,.568,5.3,0.8,1.5
Dennis Smith Jr.\smithde03,12.3,.502,0.0,-1.9,0.0
Dennis Smith Jr.\smithde03,11.5,.527,0.2,-2.1,0.0
Dennis Smith Jr.\smithde03,13.5,.473,-0.2,-1.7,0.0
Ish Smith\smithis01,11.8,.485,1.7,-2.0,0.0
J.R. Smith\smithjr01,7.8,.444,-0.2,-3.2,-0.1
Jason Smith\smithja02,9.8,.492,0.2,-4.7,-0.1
Jason Smith\smithja02,11.7,.520,0.2,-3.4,0.0
Jason Smith\smithja02,6.3,.468,0.0,-6.9,-0.1
Jason Smith\smithja02,4.6,.405,0.0,-8.8,0.0
Zhaire Smith\smithzh01,9.5,.533,0.1,-5.0,-0.1
Tony Snell\snellto01,10.7,.585,3.2,-0.7,0.4
Ray Spalding\spaldra01,14.6,.516,0.2,-5.1,-0.1
Ray Spalding\spaldra01,0.0,,0.0,-12.6,0.0
Ray Spalding\spaldra01,14.7,.516,0.2,-5.1,-0.1
Omari Spellman\spellom01,12.4,.516,1.2,-1.2,0.2
Nik Stauskas\stausni01,10.9,.545,1.1,-1.9,0.0
Nik Stauskas\stausni01,10.8,.545,0.8,-1.6,0.1
Nik Stauskas\stausni01,11.3,.544,0.3,-2.5,0.0
D.J. Stephens\stephdj01,5.5,.500,0.0,-5.5,0.0
Lance Stephenson\stephla01,11.8,.529,1.1,-1.5,0.1
Edmond Sumner\sumneed01,7.6,.443,0.1,-5.3,-0.2
Caleb Swanigan\swanica01,4.7,.377,-0.2,-7.2,-0.2
Caleb Swanigan\swanica01,3.1,.372,-0.3,-8.2,-0.2
Caleb Swanigan\swanica01,11.7,.405,0.0,-2.7,0.0
Jayson Tatum\tatumja01,15.1,.547,5.0,-0.2,1.1
Jeff Teague\teaguje01,15.4,.528,2.2,-0.4,0.5
Garrett Temple\templga01,8.5,.543,2.2,-2.8,-0.4
Garrett Temple\templga01,8.6,.551,1.6,-2.7,-0.3
Garrett Temple\templga01,8.0,.514,0.6,-3.1,-0.1
Miloš Teodosić\teodomi01,6.5,.557,-0.1,-5.4,-0.1
Jared Terrell\terreja01,0.7,.372,-0.3,-10.9,-0.2
Emanuel Terry\terryem01,19.7,.571,0.1,2.3,0.0
Emanuel Terry\terryem01,19.9,.654,0.1,2.3,0.0
Emanuel Terry\terryem01,18.4,.266,0.0,2.1,0.0
Daniel Theis\theisda01,17.0,.624,3.5,0.0,0.5
Isaiah Thomas\thomais02,7.0,.437,-0.3,-6.5,-0.2
Khyri Thomas\thomakh01,6.2,.413,0.0,-5.0,-0.2
Lance Thomas\thomala01,6.4,.482,0.1,-5.7,-0.7
Klay Thompson\thompkl01,16.6,.571,5.3,-0.3,1.2
Tristan Thompson\thomptr01,18.4,.551,2.6,-0.5,0.4
Sindarius Thornwell\thornsi01,5.2,.485,0.0,-4.7,-0.2
Anthony Tolliver\tollian01,8.6,.571,1.2,-2.4,-0.1
Karl-Anthony Towns\townska01,26.3,.622,10.4,6.0,5.1
Gary Trent Jr.\trentga02,3.6,.377,-0.2,-10.8,-0.2
Allonzo Trier\trieral01,12.2,.564,0.9,-3.1,-0.4
P.J. Tucker\tuckepj01,9.2,.547,5.0,-0.6,1.0
Evan Turner\turneev01,11.6,.504,2.0,-1.3,0.3
Myles Turner\turnemy01,18.0,.567,6.3,2.5,2.4
Ekpe Udoh\udohek01,20.9,.698,1.6,4.7,0.5
Tyler Ulis\ulisty01,0.0,,0.0,-10.4,0.0
Jonas Valančiūnas\valanjo01,24.4,.616,4.2,2.7,1.3
Jonas Valančiūnas\valanjo01,24.4,.639,2.6,3.2,0.7
Jonas Valančiūnas\valanjo01,24.4,.594,1.5,2.1,0.5
Jarred Vanderbilt\vandeja01,12.4,.513,0.1,-4.2,0.0
Fred VanVleet\vanvlfr01,13.7,.539,4.3,0.5,1.1
Noah Vonleh\vonleno01,13.9,.561,3.2,-0.7,0.6
Nikola Vučević\vucevni01,25.5,.573,10.1,6.6,5.5
Dwyane Wade\wadedw01,15.8,.510,2.4,0.6,1.2
Moritz Wagner\wagnemo01,10.1,.533,0.2,-4.3,-0.3
Dion Waiters\waitedi01,11.4,.530,1.2,-1.1,0.3
Kemba Walker\walkeke02,21.7,.558,7.4,4.2,4.4
Lonnie Walker IV\walkelo01,10.8,.446,0.0,-2.4,0.0
John Wall\walljo01,18.0,.527,1.2,0.9,0.8
Tyrone Wallace\wallaty01,7.0,.450,-0.3,-6.4,-0.7
Brad Wanamaker\wanambr01,14.3,.597,1.0,-0.7,0.1
T.J. Warren\warretj01,16.3,.580,2.1,-0.2,0.6
Julian Washburn\washbju01,6.5,.402,0.1,-4.6,-0.2
Yuta Watanabe\watanyu01,3.3,.352,-0.2,-9.1,-0.3
Thomas Welsh\welshth01,16.1,.648,0.1,1.2,0.0
Russell Westbrook\westbru01,21.1,.501,6.8,5.2,4.7
Derrick White\whitede01,14.8,.555,3.6,0.9,1.3
Okaro White\whiteok01,-4.5,.000,0.0,-16.8,0.0
Hassan Whiteside\whiteha01,23.5,.564,6.3,2.3,1.8
Andrew Wiggins\wiggian01,12.4,.493,0.6,-3.0,-0.6
Alan Williams\willial03,32.9,.610,0.2,11.8,0.1
C.J. Williams\willicj01,8.8,.550,0.1,-3.7,-0.1
Johnathan Williams\willijo04,15.1,.599,1.0,-3.2,-0.1
Kenrich Williams\willike04,9.7,.485,1.2,-1.9,0.0
Lou Williams\willilo02,21.2,.554,5.1,2.2,2.1
Marvin Williams\willima02,12.6,.548,3.8,-0.3,0.9
Robert Williams\williro04,18.8,.703,1.2,1.8,0.3
Troy Williams\willitr02,10.5,.531,0.4,-2.4,0.0
D.J. Wilson\wilsodj01,10.3,.515,1.7,-2.2,0.0
Justise Winslow\winslju01,12.8,.513,2.8,-0.6,0.7
Christian Wood\woodch01,21.9,.607,0.8,0.4,0.1
Christian Wood\woodch01,17.1,.585,0.2,-1.3,0.0
Christian Wood\woodch01,23.4,.613,0.6,0.9,0.1
Delon Wright\wrighde01,15.5,.523,4.3,1.5,1.5
Delon Wright\wrighde01,14.5,.527,2.3,1.7,0.8
Delon Wright\wrighde01,16.6,.519,2.0,1.2,0.6
Guerschon Yabusele\yabusgu01,12.4,.542,0.5,-2.7,0.0
Nick Young\youngni01,2.3,.500,0.0,-6.9,0.0
Thaddeus Young\youngth01,16.2,.569,6.9,1.5,2.2
Trae Young\youngtr01,17.0,.539,3.3,-0.6,0.9
Cody Zeller\zelleco01,17.2,.611,3.9,0.1,0.7
Tyler Zeller\zellety01,17.3,.607,0.3,-5.0,-0.1
Tyler Zeller\zellety01,1.5,.000,0.0,-10.2,0.0
Tyler Zeller\zellety01,19.4,.640,0.3,-4.3,0.0
Ante Žižić\zizican01,16.2,.590,2.0,-3.2,-0.3
Ivica Zubac\zubaciv01,18.9,.604,3.2,-0.5,0.4
Ivica Zubac\zubaciv01,19.5,.633,1.8,-0.2,0.2
Ivica Zubac\zubaciv01,18.3,.574,1.4,-0.7,0.2
