Player,G,MP,FG%,3P%,eFG%,TRB,AST,STL,BLK,PTS
John Henson\hensojo01,40,15.0,.556,.222,.579,4.1,1.4,0.6,1.1,5.5
John Henson\hensojo01,29,14.2,.508,.194,.533,3.9,1.5,0.6,1.1,5.0
John Henson\hensojo01,11,17.1,.667,.400,.686,4.4,1.0,0.7,0.9,6.9
Dewan Hernandez\hernade01,6,4.7,.357,.500,.393,2.3,0.5,0.2,0.0,2.3
Juancho Hernangómez\hernaju01,48,17.4,.405,.341,.494,4.1,0.8,0.4,0.2,6.0
Juancho Hernangómez\hernaju01,34,12.4,.345,.250,.414,2.8,0.6,0.1,0.1,3.1
Juancho Hernangómez\hernaju01,14,29.4,.453,.420,.558,7.3,1.3,1.0,0.3,12.9
Willy Hernangómez\hernawi01,31,12.1,.532,.227,.550,4.3,0.9,0.3,0.2,6.1
Tyler Herro\herroty01,55,27.4,.428,.389,.520,4.1,2.2,0.6,0.2,13.5
Kevin Hervey\herveke01,10,5.2,.259,.150,.315,1.2,0.5,0.1,0.1,1.7
Mario Hezonja\hezonma01,53,16.4,.422,.308,.477,3.5,0.9,0.7,0.2,4.8
Buddy Hield\hieldbu01,72,30.8,.429,.394,.545,4.6,3.0,0.9,0.2,19.2
George Hill\hillge01,59,21.5,.516,.460,.624,3.0,3.1,0.8,0.1,9.4
Solomon Hill\hillso01,59,18.4,.396,.368,.509,2.8,1.8,0.7,0.2,5.5
Solomon Hill\hillso01,48,18.8,.412,.381,.532,3.0,2.0,0.6,0.1,5.7
Solomon Hill\hillso01,11,17.0,.311,.292,.389,1.9,0.9,1.1,0.5,4.5
Jaylen Hoard\hoardja01,13,7.9,.469,.000,.469,2.5,0.3,0.4,0.0,2.9
Aaron Holiday\holidaa01,66,24.5,.414,.394,.491,2.4,3.4,0.8,0.2,9.5
Jrue Holiday\holidjr01,61,34.7,.455,.353,.516,4.8,6.7,1.6,0.8,19.1
Justin Holiday\holidju01,73,25.0,.428,.405,.566,3.3,1.3,1.2,0.6,8.3
Rondae Hollis-Jefferson\holliro01,60,18.7,.471,.130,.476,4.7,1.8,0.8,0.4,7.0
Richaun Holmes\holmeri01,44,28.2,.648,,.648,8.1,1.0,0.9,1.3,12.3
Rodney Hood\hoodro01,21,29.5,.506,.493,.608,3.4,1.5,0.8,0.2,11.0
Al Horford\horfoal01,67,30.2,.450,.350,.520,6.8,4.0,0.8,0.9,11.9
Talen Horton-Tucker\hortota01,6,13.5,.467,.308,.533,1.2,1.0,1.3,0.2,5.7
Danuel House Jr.\houseda01,63,30.4,.427,.363,.546,4.2,1.3,1.1,0.5,10.5
Dwight Howard\howardw01,69,18.9,.729,.600,.735,7.3,0.7,0.4,1.1,7.5
William Howard\howarwi01,2,6.5,.000,.000,.000,1.0,0.5,0.0,0.0,0.0
Kevin Huerter\huertke01,56,31.4,.413,.380,.517,4.1,3.8,0.9,0.5,12.2
De'Andre Hunter\huntede01,63,32.0,.410,.355,.489,4.5,1.8,0.7,0.3,12.3
Chandler Hutchison\hutchch01,28,18.8,.457,.316,.491,3.9,0.9,1.0,0.3,7.8
Serge Ibaka\ibakase01,55,27.0,.512,.385,.564,8.2,1.4,0.5,0.8,15.4
Andre Iguodala\iguodan01,21,19.9,.432,.298,.511,3.7,2.4,0.7,1.0,4.6
Ersan İlyasova\ilyaser01,63,15.7,.466,.365,.546,4.8,0.8,0.4,0.3,6.6
Joe Ingles\inglejo01,72,29.7,.445,.399,.572,3.9,5.2,0.9,0.2,9.8
Brandon Ingram\ingrabr01,62,33.9,.463,.391,.531,6.1,4.2,1.0,0.6,23.8
Kyrie Irving\irvinky01,20,32.9,.478,.394,.546,5.2,6.4,1.4,0.5,27.4
Jonathan Isaac\isaacjo01,34,28.8,.470,.340,.518,6.8,1.4,1.6,2.3,11.9
Wes Iwundu\iwundwe01,52,18.3,.416,.341,.476,2.5,1.2,0.5,0.3,5.8
Frank Jackson\jacksfr01,59,13.5,.405,.326,.476,1.4,1.0,0.3,0.1,6.3
Jaren Jackson Jr.\jacksja02,57,28.5,.469,.394,.565,4.6,1.4,0.7,1.6,17.4
Josh Jackson\jacksjo02,22,17.3,.440,.319,.513,3.0,1.6,0.8,0.4,9.0
Justin Jackson\jacksju01,65,16.1,.396,.294,.466,2.4,0.8,0.2,0.2,5.5
Reggie Jackson\jacksre01,31,24.0,.411,.393,.498,3.0,4.1,0.4,0.2,11.9
Reggie Jackson\jacksre01,14,27.2,.384,.378,.462,2.9,5.1,0.6,0.1,14.9
Reggie Jackson\jacksre01,17,21.3,.453,.413,.555,3.0,3.2,0.3,0.2,9.5
Justin James\jamesju01,36,6.4,.417,.310,.470,0.9,0.5,0.2,0.3,2.5
LeBron James\jamesle01,67,34.6,.493,.348,.550,7.8,10.2,1.2,0.5,25.3
Amile Jefferson\jeffeam01,18,4.1,.357,,.357,1.3,0.2,0.1,0.2,0.8
DaQuan Jeffries\jeffrda01,13,10.8,.500,.278,.563,1.4,0.5,0.3,0.1,3.8
Ty Jerome\jeromty01,31,10.6,.336,.280,.398,1.5,1.4,0.5,0.1,3.3
Alize Johnson\johnsal02,17,6.9,.414,.375,.466,2.8,0.4,0.2,0.1,2.0
B.J. Johnson\johnsbj01,10,8.3,.281,.333,.328,1.5,0.3,0.3,0.0,3.0
Cameron Johnson\johnsca02,57,22.0,.435,.390,.565,3.3,1.2,0.6,0.4,8.8
James Johnson\johnsja01,32,19.3,.479,.363,.556,3.7,2.3,0.8,1.0,8.4
James Johnson\johnsja01,18,15.6,.448,.356,.540,2.9,1.2,0.3,0.7,5.7
James Johnson\johnsja01,14,24.1,.500,.370,.566,4.7,3.8,1.4,1.4,12.0
Keldon Johnson\johnske04,17,17.7,.596,.591,.669,3.4,0.9,0.8,0.1,9.1
Stanley Johnson\johnsst04,25,6.0,.373,.292,.432,1.5,0.8,0.2,0.2,2.4
Tyler Johnson\johnsty01,39,18.2,.388,.319,.464,1.9,1.9,0.4,0.2,7.0
Tyler Johnson\johnsty01,31,16.6,.380,.289,.450,1.7,1.6,0.4,0.3,5.7
Tyler Johnson\johnsty01,8,24.3,.405,.389,.494,3.0,3.0,0.5,0.1,12.0
Nikola Jokić\jokicni01,73,32.0,.528,.314,.565,9.7,7.0,1.2,0.6,19.9
Damian Jones\jonesda03,55,16.1,.680,.222,.685,3.7,0.6,0.5,0.7,5.6
Derrick Jones Jr.\jonesde02,59,23.3,.527,.280,.580,3.9,1.1,1.0,0.6,8.5
Tyus Jones\jonesty01,65,19.0,.459,.379,.514,1.6,4.4,0.9,0.1,7.4
DeAndre Jordan\jordade01,56,22.0,.666,,.666,10.0,1.9,0.3,0.9,8.3
Cory Joseph\josepco01,72,24.4,.415,.352,.483,2.6,3.5,0.7,0.3,6.4
Mfiondu Kabengele\kabenmf01,12,5.3,.438,.450,.578,0.9,0.2,0.2,0.2,3.5
Frank Kaminsky\kaminfr01,39,19.9,.450,.331,.516,4.5,1.9,0.4,0.3,9.7
Luke Kennard\kennalu01,28,32.9,.442,.399,.548,3.5,4.1,0.4,0.2,15.8
Stanton Kidd\kiddst01,4,3.8,.000,.000,.000,0.8,0.3,0.0,0.0,0.0
Michael Kidd-Gilchrist\kiddgmi01,25,11.2,.333,.250,.371,2.7,0.6,0.1,0.2,2.4
Michael Kidd-Gilchrist\kiddgmi01,12,13.3,.340,.294,.387,2.9,0.8,0.0,0.3,4.0
Michael Kidd-Gilchrist\kiddgmi01,13,9.3,.308,.000,.308,2.5,0.3,0.2,0.2,0.9
Louis King\kinglo02,10,6.2,.381,.364,.476,1.0,0.5,0.2,0.0,2.0
Maxi Kleber\klebima01,74,25.5,.461,.373,.577,5.2,1.2,0.3,1.1,9.1
Brandon Knight\knighbr03,25,18.5,.353,.344,.488,1.6,2.8,0.4,0.1,7.3
Brandon Knight\knighbr03,16,15.1,.326,.297,.436,1.3,1.9,0.3,0.1,4.9
Brandon Knight\knighbr03,9,24.6,.383,.388,.543,2.3,4.2,0.6,0.1,11.6
Kevin Knox\knoxke01,65,17.9,.359,.327,.440,2.8,0.9,0.4,0.4,6.4
John Konchar\konchjo01,19,9.5,.649,.500,.716,2.5,1.2,0.4,0.2,2.8
Furkan Korkmaz\korkmfu01,72,21.7,.430,.402,.557,2.3,1.1,0.6,0.2,9.8
Luke Kornet\kornelu01,36,15.5,.439,.287,.521,2.3,0.9,0.3,0.7,6.0
Kyle Korver\korveky01,58,16.6,.430,.418,.599,2.1,1.2,0.4,0.2,6.7
Rodions Kurucs\kurucro01,47,14.6,.446,.367,.540,2.9,1.1,0.5,0.1,4.6
Kyle Kuzma\kuzmaky01,61,25.0,.436,.316,.500,4.5,1.3,0.5,0.4,12.8
Skal Labissière\labissk01,33,17.2,.551,.231,.561,5.1,1.3,0.2,0.9,5.8
Jeremy Lamb\lambje01,46,28.1,.451,.335,.506,4.3,2.1,1.2,0.5,12.5
Romeo Langford\langfro01,32,11.6,.350,.185,.381,1.3,0.4,0.3,0.3,2.5
Zach LaVine\lavinza01,60,34.8,.450,.380,.526,4.8,4.2,1.5,0.5,25.5
Vic Law\lawvi01,8,7.8,.333,.143,.361,1.4,0.4,0.3,0.0,1.9
Jake Layman\laymaja01,23,22.0,.453,.333,.520,2.5,0.7,0.7,0.4,9.1
T.J. Leaf\leaftj01,28,7.9,.419,.278,.448,2.5,0.3,0.4,0.1,3.0
Jalen Lecque\lecquja01,5,6.4,.400,.000,.400,0.4,0.4,0.0,0.0,2.0
Courtney Lee\leeco01,24,14.4,.488,.447,.616,1.3,0.5,0.8,0.3,4.5
Damion Lee\leeda03,49,29.0,.417,.356,.500,4.9,2.7,1.0,0.1,12.7
Alex Len\lenal01,55,17.6,.555,.271,.580,5.8,0.9,0.4,0.9,8.0
Alex Len\lenal01,40,18.6,.546,.250,.573,5.8,1.1,0.5,0.8,8.7
Alex Len\lenal01,15,15.0,.593,.667,.610,6.1,0.5,0.2,1.0,5.9
Kawhi Leonard\leonaka01,57,32.4,.470,.378,.524,7.1,4.9,1.8,0.6,27.1
Meyers Leonard\leoname01,51,20.3,.509,.414,.622,5.1,1.1,0.3,0.3,6.1
Caris LeVert\leverca01,45,29.6,.425,.364,.480,4.2,4.4,1.2,0.2,18.7
Damian Lillard\lillada01,66,37.5,.463,.401,.563,4.3,8.0,1.1,0.3,30.0
Nassir Little\littlna01,48,11.9,.430,.237,.477,2.3,0.5,0.3,0.3,3.6
Kevon Looney\looneke01,20,13.1,.367,.071,.373,3.3,1.0,0.6,0.3,3.4
Brook Lopez\lopezbr01,68,26.7,.435,.314,.511,4.6,1.5,0.7,2.4,12.0
Robin Lopez\lopezro01,66,14.5,.492,.333,.550,2.4,0.7,0.2,0.7,5.4
Kevin Love\loveke01,56,31.8,.450,.374,.550,9.8,3.2,0.6,0.3,17.6
Kyle Lowry\lowryky01,58,36.2,.416,.352,.518,5.0,7.5,1.4,0.4,19.4
Timothé Luwawu-Cabarrot\luwawti01,47,18.1,.435,.388,.550,2.7,0.6,0.4,0.1,7.8
Trey Lyles\lylestr01,63,20.2,.446,.387,.541,5.7,1.1,0.4,0.4,6.4
Daryl Macon\maconda01,4,3.5,.333,.500,.500,0.0,0.3,0.0,0.0,0.8
J.P. Macura\macurjp01,1,1.0,,,,0.0,0.0,0.0,0.0,0.0
Josh Magette\magetjo01,8,4.8,.333,.250,.367,0.8,0.6,0.4,0.1,1.5
Ian Mahinmi\mahinia01,38,21.3,.495,.192,.507,5.7,1.3,0.8,1.2,7.4
Thon Maker\makerth01,60,12.9,.482,.344,.539,2.8,0.7,0.4,0.7,4.7
Terance Mann\mannte01,41,8.8,.468,.350,.513,1.3,1.3,0.3,0.1,2.4
Boban Marjanović\marjabo01,44,9.6,.573,.235,.583,4.5,0.5,0.2,0.2,6.6
Lauri Markkanen\markkla01,50,29.8,.425,.344,.517,6.3,1.5,0.8,0.5,14.7
Caleb Martin\martica02,18,17.6,.440,.541,.560,2.1,1.3,0.7,0.4,6.2
Cody Martin\martico01,48,18.8,.430,.234,.473,3.3,2.0,0.8,0.2,5.0
Jeremiah Martin\martije02,9,11.0,.453,.278,.500,1.1,2.0,0.8,0.2,7.1
Kelan Martin\martike03,31,16.0,.392,.260,.461,3.1,0.7,0.2,0.3,6.4
Frank Mason III\masonfr01,9,13.1,.451,.286,.510,2.1,3.2,0.6,0.1,6.9
Garrison Mathews\mathega01,18,12.6,.429,.413,.598,1.3,0.6,0.4,0.1,5.4
Wesley Matthews\matthwe02,67,24.4,.396,.364,.524,2.5,1.4,0.6,0.1,7.4
Luc Mbah a Moute\mbahalu01,3,8.3,.400,.000,.400,0.7,0.0,0.7,0.0,1.7
Patrick McCaw\mccawpa01,37,24.5,.414,.324,.485,2.3,2.1,1.1,0.1,4.6
CJ McCollum\mccolcj01,70,36.5,.451,.379,.522,4.2,4.4,0.8,0.6,22.2
T.J. McConnell\mccontj01,71,18.7,.516,.294,.522,2.7,5.0,0.8,0.2,6.5
Jalen McDaniels\mcdanja01,16,18.3,.471,.375,.536,4.1,0.8,0.5,0.2,5.6
Doug McDermott\mcderdo01,69,19.9,.488,.435,.605,2.5,1.1,0.2,0.1,10.3
JaVale McGee\mcgeeja01,68,16.6,.637,.500,.642,5.7,0.5,0.5,1.4,6.6
Rodney McGruder\mcgruro01,56,15.6,.398,.270,.464,2.7,0.6,0.5,0.1,3.3
Alfonzo McKinnie\mckinal01,40,14.8,.427,.215,.468,2.8,0.4,0.6,0.2,4.6
Jordan McLaughlin\mclaujo01,30,19.7,.489,.382,.570,1.6,4.2,1.1,0.1,7.6
Ben McLemore\mclembe01,71,22.8,.444,.400,.610,2.2,0.8,0.6,0.2,10.1
Jordan McRae\mcraejo01,37,21.2,.407,.357,.469,3.4,2.5,0.6,0.4,11.5
Jordan McRae\mcraejo01,29,22.6,.420,.377,.483,3.6,2.8,0.7,0.5,12.8
Jordan McRae\mcraejo01,4,8.0,.333,.500,.500,1.3,1.0,0.5,0.3,2.3
Jordan McRae\mcraejo01,4,24.5,.326,.188,.360,3.8,1.8,0.0,0.0,11.8
Nicolò Melli\mellini01,60,17.4,.421,.335,.528,3.0,1.4,0.6,0.4,6.6
De'Anthony Melton\meltode01,60,19.5,.401,.286,.451,3.7,2.9,1.3,0.3,7.6
Chimezie Metu\metuch01,18,5.8,.571,.000,.571,1.8,0.6,0.2,0.3,3.2
Khris Middleton\middlkh01,62,29.9,.497,.415,.575,6.2,4.3,0.9,0.1,20.9
Eric Mika\mikaer01,1,19.0,.667,,.667,7.0,0.0,0.0,0.0,6.0
C.J. Miles\milescj01,10,16.1,.322,.314,.415,1.2,1.2,1.0,0.4,6.4
Malcolm Miller\millema01,28,5.8,.414,.364,.552,0.6,0.4,0.2,0.1,1.3
Patty Mills\millspa02,66,22.5,.431,.382,.560,1.6,1.8,0.8,0.1,11.6
Paul Millsap\millspa01,51,24.3,.482,.435,.543,5.7,1.6,0.9,0.6,11.6
Shake Milton\miltosh01,40,20.1,.484,.430,.588,2.2,2.6,0.5,0.2,9.4
Donovan Mitchell\mitchdo01,69,34.3,.449,.366,.513,4.4,4.3,1.0,0.2,24.0
Naz Mitrou-Long\mitrona01,5,9.4,.353,.167,.412,1.4,1.6,0.2,0.2,2.8
Adam Mokoka\mokokad01,11,10.2,.429,.400,.536,0.9,0.4,0.4,0.0,2.9
Malik Monk\monkma01,55,21.3,.434,.284,.494,2.9,2.1,0.5,0.3,10.3
Matt Mooney\moonema01,4,4.8,.250,.000,.250,0.8,0.3,0.5,0.3,0.5
E'Twaun Moore\mooreet01,56,18.2,.426,.377,.498,2.3,1.4,0.6,0.2,8.3
Ja Morant\moranja01,67,31.0,.477,.335,.509,3.9,7.3,0.9,0.3,17.8
Juwan Morgan\morgaju01,21,6.4,.577,.375,.635,1.4,0.3,0.0,0.1,1.7
Marcus Morris\morrima03,62,31.2,.438,.408,.526,5.0,1.4,0.8,0.5,16.7
Marcus Morris\morrima03,43,32.3,.442,.439,.533,5.4,1.4,0.8,0.4,19.6
Marcus Morris\morrima03,19,28.9,.425,.310,.500,4.1,1.4,0.7,0.7,10.1
Markieff Morris\morrima02,58,20.5,.443,.386,.539,3.8,1.3,0.5,0.3,9.7
Markieff Morris\morrima02,44,22.5,.450,.397,.546,3.9,1.6,0.6,0.3,11.0
Markieff Morris\morrima02,14,14.2,.406,.333,.500,3.2,0.6,0.4,0.4,5.3
Monte Morris\morrimo01,73,22.4,.459,.378,.517,1.9,3.5,0.8,0.2,9.0
Johnathan Motley\motlejo01,13,3.2,.733,1.000,.767,0.8,0.6,0.2,0.0,2.2
Emmanuel Mudiay\mudiaem01,54,15.7,.462,.345,.508,2.3,2.1,0.4,0.2,7.3
Mychal Mulder\muldemy01,7,29.1,.388,.308,.507,3.3,1.1,0.3,0.1,11.0
Dejounte Murray\murrade01,66,25.6,.462,.369,.494,5.8,4.1,1.7,0.3,10.9
Jamal Murray\murraja01,59,32.3,.456,.346,.519,4.0,4.8,1.1,0.3,18.5
Džanan Musa\musadz01,40,12.2,.372,.244,.427,2.2,1.1,0.4,0.0,4.8
Mike Muscala\muscami01,47,12.2,.407,.378,.550,2.3,0.9,0.2,0.3,4.8
Svi Mykhailiuk\mykhasv01,56,22.6,.410,.404,.552,1.9,1.9,0.7,0.1,9.0
Abdel Nader\naderab01,55,15.8,.468,.375,.559,1.8,0.7,0.4,0.4,6.3
Larry Nance Jr.\nancela02,56,26.3,.531,.352,.596,7.3,2.2,1.0,0.4,10.1
Shabazz Napier\napiesh01,56,24.0,.412,.317,.496,2.8,4.7,1.2,0.2,10.3
Shabazz Napier\napiesh01,36,23.8,.403,.296,.486,3.1,5.2,1.1,0.2,9.6
Shabazz Napier\napiesh01,20,24.4,.428,.358,.512,2.4,3.8,1.5,0.2,11.6
Raul Neto\netora01,54,12.4,.455,.386,.532,1.1,1.8,0.4,0.1,5.1
Malik Newman\newmama01,1,4.0,.000,.000,.000,0.0,0.0,0.0,0.0,2.0
Georges Niang\niangge01,66,14.0,.438,.400,.578,1.9,0.7,0.3,0.1,5.9
Joakim Noah\noahjo01,5,10.0,.500,,.500,3.2,1.4,0.2,0.2,2.8
Nerlens Noel\noelne01,61,18.5,.684,.333,.686,4.9,0.9,1.0,1.5,7.4
Zach Norvell\norveza01,5,8.2,.250,.375,.375,1.2,0.6,0.4,0.0,2.0
Zach Norvell\norveza01,2,2.5,.000,,.000,0.5,0.0,0.0,0.0,0.0
Zach Norvell\norveza01,3,12.0,.273,.375,.409,1.7,1.0,0.7,0.0,3.3
Jaylen Nowell\nowelja01,15,10.1,.358,.115,.387,0.9,1.3,0.2,0.1,3.8
Frank Ntilikina\ntilila01,57,20.8,.393,.321,.459,2.1,3.0,0.9,0.3,6.3
Kendrick Nunn\nunnke01,67,29.3,.439,.350,.514,2.7,3.3,0.8,0.2,15.3
Jusuf Nurkić\nurkiju01,8,31.6,.495,.200,.505,10.3,4.0,1.4,2.0,17.6
David Nwaba\nwabada01,20,13.4,.521,.429,.606,2.3,0.4,0.6,0.6,5.2
Royce O'Neale\onealro01,71,28.9,.433,.377,.559,5.5,2.5,0.8,0.5,6.3
Kyle O'Quinn\oquinky01,29,10.8,.494,.259,.535,4.0,1.8,0.2,0.8,3.5
Semi Ojeleye\ojelese01,69,14.7,.408,.378,.531,2.1,0.5,0.3,0.1,3.4
Jahlil Okafor\okafoja01,30,15.6,.623,.333,.627,4.2,1.2,0.2,0.7,8.1
Elie Okobo\okoboel01,55,13.1,.398,.352,.467,1.6,2.1,0.4,0.1,4.0
Josh Okogie\okogijo01,62,25.0,.427,.266,.479,4.3,1.6,1.1,0.4,8.6
KZ Okpala\okpalkz01,5,5.2,.600,.000,.600,1.0,0.2,0.4,0.2,1.4
Victor Oladipo\oladivi01,19,27.8,.394,.317,.461,3.9,2.9,0.9,0.2,14.5
Kelly Olynyk\olynyke01,67,19.4,.462,.406,.582,4.6,1.7,0.7,0.3,8.2
Miye Oni\onimi01,10,10.9,.375,.368,.484,1.7,0.4,0.4,0.2,3.5
Cedi Osman\osmande01,65,29.4,.437,.383,.538,3.6,2.4,0.8,0.2,11.0
Kelly Oubre Jr.\oubreke01,56,34.5,.452,.352,.517,6.4,1.5,1.3,0.7,18.7
Tariq Owens\owensta01,3,5.0,.200,.000,.200,1.0,0.0,0.3,0.0,1.3
Jeremy Pargo\pargoje01,3,14.7,.500,.429,.568,1.0,2.7,0.3,0.0,8.3
Jabari Parker\parkeja01,38,24.1,.510,.269,.548,5.6,1.8,1.2,0.4,14.0
Jabari Parker\parkeja01,32,26.2,.504,.270,.543,6.0,1.8,1.3,0.5,15.0
Jabari Parker\parkeja01,6,13.3,.583,.250,.597,3.8,1.7,0.5,0.2,8.5
Chandler Parsons\parsoch01,5,10.8,.278,.286,.389,1.4,0.6,0.8,0.2,2.8
Eric Paschall\pascher01,60,27.6,.497,.287,.526,4.6,2.1,0.5,0.2,14.0
Anžejs Pasečņiks\pasecan01,27,16.2,.526,.000,.526,4.0,0.7,0.3,0.4,5.8
Patrick Patterson\pattepa01,59,13.2,.408,.390,.552,2.6,0.7,0.1,0.1,4.9
Justin Patton\pattoju01,5,4.8,.400,.250,.450,1.0,0.4,0.0,0.0,1.8
Chris Paul\paulch01,70,31.5,.489,.365,.552,5.0,6.7,1.6,0.2,17.6
Cameron Payne\payneca01,8,22.9,.485,.517,.596,3.9,3.0,1.0,0.3,10.9
Elfrid Payton\paytoel01,45,27.7,.439,.203,.455,4.7,7.2,1.6,0.4,10.0
Gary Payton II\paytoga02,29,14.9,.414,.283,.470,2.8,1.7,1.1,0.2,3.9
Norvel Pelle\pelleno01,24,9.7,.521,.000,.521,3.0,0.3,0.1,1.3,2.4
Theo Pinson\pinsoth01,33,11.1,.290,.188,.339,1.6,1.7,0.5,0.1,3.6
Mason Plumlee\plumlma01,61,17.3,.615,.000,.615,5.2,2.5,0.5,0.6,7.2
Jakob Poeltl\poeltja01,66,17.7,.624,,.624,5.7,1.8,0.6,1.4,5.6
Vincent Poirier\poirivi01,22,5.9,.472,.500,.486,2.0,0.4,0.1,0.4,1.9
Shamorie Ponds\pondssh01,4,2.8,.600,.500,.700,0.3,0.5,0.0,0.3,2.3
Jordan Poole\poolejo01,57,22.4,.333,.279,.406,2.1,2.4,0.6,0.2,8.8
Kevin Porter Jr.\porteke02,50,23.2,.442,.335,.505,3.2,2.2,0.9,0.3,10.0
Michael Porter Jr.\portemi01,55,16.4,.509,.422,.590,4.7,0.8,0.5,0.5,9.3
Otto Porter Jr.\porteot01,14,23.6,.443,.387,.529,3.4,1.8,1.1,0.4,11.9
Bobby Portis\portibo01,66,21.1,.450,.358,.507,5.1,1.5,0.5,0.3,10.1
Kristaps Porziņģis\porzikr01,57,31.8,.427,.352,.503,9.5,1.8,0.7,2.0,20.4
Dwight Powell\poweldw01,40,26.5,.638,.256,.659,5.7,1.5,0.9,0.6,9.4
Norman Powell\powelno01,52,28.4,.495,.399,.586,3.7,1.8,1.2,0.4,16.0
Taurean Prince\princta02,64,29.0,.376,.339,.475,6.0,1.8,0.9,0.4,12.1
Chasson Randle\randlch01,3,13.3,.000,.000,.000,0.7,1.7,0.7,0.0,1.7
Julius Randle\randlju01,64,32.5,.460,.277,.492,9.7,3.1,0.8,0.3,19.5
Josh Reaves\reavejo02,4,7.0,.333,.000,.333,0.8,0.8,0.0,0.0,2.0
Cam Reddish\reddica01,58,26.7,.384,.332,.459,3.7,1.5,1.1,0.5,10.5
J.J. Redick\redicjj01,60,26.4,.453,.453,.596,2.5,2.0,0.3,0.2,15.3
Naz Reid\reidna01,30,16.5,.412,.330,.477,4.1,1.2,0.6,0.7,9.0
Josh Richardson\richajo01,55,30.8,.430,.341,.496,3.2,2.9,0.9,0.7,13.7
Austin Rivers\riverau01,68,23.4,.421,.356,.517,2.6,1.7,0.7,0.1,8.8
Andre Roberson\roberan03,7,12.4,.276,.214,.328,3.9,0.6,0.1,0.4,2.9
Duncan Robinson\robindu01,73,29.7,.470,.446,.667,3.2,1.4,0.5,0.3,13.5
Glenn Robinson III\robingl02,62,28.8,.486,.391,.552,4.4,1.5,0.9,0.3,11.7
Glenn Robinson III\robingl02,48,31.6,.481,.400,.548,4.7,1.8,0.9,0.3,12.9
Glenn Robinson III\robingl02,14,19.3,.518,.333,.571,3.1,0.8,0.6,0.1,7.7
Jerome Robinson\robinje01,63,15.5,.371,.320,.450,2.0,1.4,0.4,0.3,5.1
Jerome Robinson\robinje01,42,11.3,.338,.284,.408,1.4,1.1,0.3,0.2,2.9
Jerome Robinson\robinje01,21,24.0,.397,.349,.483,3.3,2.0,0.7,0.4,9.4
Justin Robinson\robinju01,9,5.4,.417,.600,.542,0.6,0.8,0.0,0.1,1.4
Mitchell Robinson\robinmi01,61,23.1,.742,,.742,7.0,0.6,0.9,2.0,9.7
Isaiah Roby\robyis01,3,3.7,.000,,.000,0.7,0.0,0.0,0.0,0.0
Rajon Rondo\rondora01,48,20.5,.418,.328,.480,3.0,5.0,0.8,0.0,7.1
Derrick Rose\rosede01,50,26.0,.490,.306,.520,2.4,5.6,0.8,0.3,18.1
Terrence Ross\rosste01,69,27.4,.403,.351,.508,3.2,1.2,1.1,0.3,14.7
Terry Rozier\roziete01,63,34.3,.423,.407,.514,4.4,4.1,1.0,0.2,18.0
Ricky Rubio\rubiori01,65,31.0,.415,.361,.471,4.7,8.8,1.4,0.2,13.0
D'Angelo Russell\russeda01,45,32.3,.426,.367,.519,3.9,6.3,1.1,0.3,23.1
D'Angelo Russell\russeda01,33,32.1,.430,.374,.524,3.7,6.2,0.9,0.3,23.6
D'Angelo Russell\russeda01,12,32.7,.412,.345,.502,4.6,6.6,1.4,0.3,21.7
Domantas Sabonis\sabondo01,62,34.8,.540,.254,.550,12.4,5.0,0.8,0.5,18.5
Luka Šamanić\samanlu01,3,16.0,.313,.375,.406,3.3,2.0,0.0,0.7,5.3
JaKarr Sampson\sampsja02,34,13.9,.591,.154,.600,2.6,0.6,0.5,0.4,4.6
Dario Šarić\saricda01,66,24.7,.476,.357,.554,6.2,1.9,0.6,0.2,10.7
Tomáš Satoranský\satorto01,65,28.9,.430,.322,.488,3.9,5.4,1.2,0.1,9.9
Admiral Schofield\schofad01,33,11.2,.380,.311,.484,1.4,0.5,0.2,0.1,3.0
Dennis Schröder\schrode01,65,30.8,.469,.385,.534,3.6,4.0,0.7,0.2,18.9
Mike Scott\scottmi01,68,17.8,.426,.369,.540,3.6,0.8,0.3,0.1,6.0
Thabo Sefolosha\sefolth01,41,10.6,.407,.278,.489,2.3,0.6,0.6,0.3,2.2
Collin Sexton\sextoco01,65,33.0,.472,.380,.517,3.1,3.0,1.0,0.1,20.8
Landry Shamet\shamela01,53,27.4,.404,.375,.546,1.9,1.9,0.4,0.2,9.3
Marial Shayok\shayoma01,4,7.0,.250,.333,.333,1.8,0.3,0.0,0.3,2.8
Iman Shumpert\shumpim01,13,18.5,.328,.242,.391,2.6,0.9,0.9,0.2,4.2
Pascal Siakam\siakapa01,60,35.2,.453,.359,.512,7.3,3.5,1.0,0.9,22.9
Chris Silva\silvach01,44,7.9,.615,.000,.615,2.9,0.5,0.2,0.5,3.0
Ben Simmons\simmobe01,57,35.4,.580,.286,.581,7.8,8.0,2.1,0.6,16.4
Anfernee Simons\simonan01,70,20.7,.399,.332,.469,2.2,1.4,0.4,0.1,8.3
Alen Smailagić\smailal01,14,9.9,.500,.231,.538,1.9,0.9,0.2,0.3,4.2
Marcus Smart\smartma01,60,32.0,.375,.347,.476,3.8,4.9,1.7,0.5,12.9
Dennis Smith Jr.\smithde03,34,15.8,.341,.296,.379,2.3,2.9,0.8,0.2,5.5
Ish Smith\smithis01,68,26.3,.447,.367,.492,3.2,4.9,0.9,0.4,10.9
