Player,G,MP,FG%,3P%,eFG%,TRB,AST,STL,BLK,PTS
J.R. Smith\smithjr01,6,13.2,.318,.091,.341,0.8,0.5,0.2,0.0,2.8
Zhaire Smith\smithzh01,7,4.6,.273,.000,.273,0.3,0.3,0.4,0.0,1.1
Tony Snell\snellto01,59,27.8,.445,.402,.579,1.9,2.2,0.5,0.3,8.0
Omari Spellman\spellom01,49,18.1,.431,.391,.503,4.5,1.0,0.7,0.5,7.6
Max Strus\strusma01,2,3.0,.667,.000,.667,0.5,0.0,0.0,0.0,2.5
Edmond Sumner\sumneed01,31,14.4,.430,.264,.479,1.5,1.8,0.5,0.3,4.9
Caleb Swanigan\swanica01,27,10.7,.596,.000,.596,3.7,1.1,0.1,0.3,2.4
Caleb Swanigan\swanica01,7,3.3,.500,,.500,1.0,0.3,0.1,0.3,0.7
Caleb Swanigan\swanica01,20,13.3,.605,.000,.605,4.7,1.5,0.1,0.3,3.0
Jayson Tatum\tatumja01,66,34.3,.450,.403,.527,7.0,3.0,1.4,0.9,23.4
Jeff Teague\teaguje01,59,24.8,.436,.368,.480,2.4,5.2,0.7,0.3,10.9
Jeff Teague\teaguje01,34,27.8,.448,.379,.498,2.6,6.1,0.7,0.4,13.2
Jeff Teague\teaguje01,25,20.8,.412,.333,.442,2.2,4.0,0.8,0.2,7.7
Garrett Temple\templga01,62,27.9,.378,.329,.486,3.5,2.5,0.8,0.5,10.3
Daniel Theis\theisda01,65,24.1,.566,.333,.603,6.6,1.7,0.6,1.3,9.2
Isaiah Thomas\thomais02,40,23.1,.408,.413,.500,1.7,3.7,0.3,0.2,12.2
Khyri Thomas\thomakh01,8,7.6,.294,.357,.441,0.1,0.4,0.4,0.0,2.1
Lance Thomas\thomala01,7,14.0,.348,.308,.435,1.9,0.9,0.0,0.0,3.4
Matt Thomas\thomama02,41,10.7,.487,.475,.643,1.5,0.5,0.2,0.0,4.9
Tristan Thompson\thomptr01,57,30.2,.512,.391,.520,10.1,2.1,0.6,0.9,12.0
Sindarius Thornwell\thornsi01,2,17.5,.545,.500,.636,2.0,2.0,0.5,0.5,8.0
Matisse Thybulle\thybuma01,65,19.8,.423,.357,.528,1.6,1.2,1.4,0.7,4.7
Anthony Tolliver\tollian01,55,15.9,.357,.338,.492,2.8,0.8,0.3,0.2,3.6
Anthony Tolliver\tollian01,33,16.8,.368,.337,.496,3.3,0.9,0.2,0.3,3.9
Anthony Tolliver\tollian01,9,9.1,.176,.133,.235,1.2,0.3,0.4,0.1,1.0
Anthony Tolliver\tollian01,13,18.2,.396,.415,.573,2.5,0.8,0.5,0.1,4.8
Juan Toscano-Anderson\toscaju01,13,20.9,.460,.348,.524,4.0,2.0,1.0,0.4,5.3
Karl-Anthony Towns\townska01,35,33.9,.508,.412,.600,10.8,4.4,0.9,1.2,26.5
Gary Trent Jr.\trentga02,61,21.8,.444,.418,.571,1.6,1.0,0.8,0.3,8.9
Allonzo Trier\trieral01,24,12.1,.481,.358,.571,1.2,1.2,0.1,0.2,6.5
P.J. Tucker\tuckepj01,72,34.3,.415,.358,.541,6.6,1.6,1.1,0.5,6.9
Rayjon Tucker\tuckera01,20,8.1,.465,.176,.500,1.0,0.3,0.1,0.1,3.1
Evan Turner\turneev01,19,13.2,.373,.000,.373,2.0,2.0,0.5,0.4,3.3
Myles Turner\turnemy01,62,29.5,.457,.344,.530,6.6,1.2,0.7,2.1,12.1
Jarrod Uthoff\uthofja01,7,7.6,.389,.333,.472,0.9,0.0,0.1,0.0,2.7
Jarrod Uthoff\uthofja01,4,3.5,.143,.000,.143,0.3,0.0,0.3,0.0,1.0
Jarrod Uthoff\uthofja01,3,13.0,.545,.600,.682,1.7,0.0,0.0,0.0,5.0
Jonas Valančiūnas\valanjo01,70,26.4,.585,.352,.606,11.3,1.9,0.4,1.1,14.9
Denzel Valentine\valende01,36,13.6,.409,.336,.506,2.1,1.2,0.7,0.2,6.8
Jarred Vanderbilt\vandeja01,11,4.2,.625,.000,.625,0.8,0.2,0.3,0.1,1.1
Jarred Vanderbilt\vandeja01,9,4.6,.714,,.714,0.9,0.2,0.3,0.1,1.1
Jarred Vanderbilt\vandeja01,2,2.5,.000,.000,.000,0.5,0.0,0.0,0.0,1.0
Fred VanVleet\vanvlfr01,54,35.7,.413,.390,.507,3.8,6.6,1.9,0.3,17.6
Gabe Vincent\vincega01,9,9.2,.216,.222,.297,0.6,0.7,0.6,0.0,2.4
Noah Vonleh\vonleno01,36,10.5,.565,.200,.582,3.4,0.8,0.3,0.2,3.7
Noah Vonleh\vonleno01,29,12.0,.547,.143,.558,4.0,0.9,0.4,0.2,4.1
Noah Vonleh\vonleno01,7,4.3,.833,1.000,.917,1.1,0.3,0.0,0.0,1.9
Nikola Vučević\vucevni01,62,32.2,.477,.339,.525,10.9,3.6,0.9,0.8,19.6
Dean Wade\wadede01,12,5.9,.692,.500,.769,1.6,0.2,0.2,0.3,1.7
Moritz Wagner\wagnemo01,45,18.6,.545,.313,.592,4.9,1.2,0.6,0.4,8.7
Dion Waiters\waitedi01,10,20.7,.414,.319,.490,2.4,2.0,0.4,0.6,11.1
Dion Waiters\waitedi01,3,14.0,.385,.471,.538,3.7,1.0,0.0,0.7,9.3
Dion Waiters\waitedi01,7,23.6,.425,.233,.473,1.9,2.4,0.6,0.6,11.9
Kemba Walker\walkeke02,56,31.1,.425,.381,.526,3.9,4.8,0.9,0.5,20.4
Lonnie Walker IV\walkelo01,61,16.2,.426,.406,.483,2.3,1.1,0.5,0.2,6.4
Tyrone Wallace\wallaty01,14,11.4,.318,.067,.330,1.6,0.9,0.5,0.1,2.9
Derrick Walton\waltode01,26,9.5,.462,.417,.590,0.6,1.0,0.3,0.0,2.0
Derrick Walton\waltode01,23,9.7,.472,.429,.597,0.7,1.0,0.2,0.0,2.2
Derrick Walton\waltode01,3,8.7,.333,.333,.500,0.3,1.7,1.0,0.0,1.0
Brad Wanamaker\wanambr01,71,19.3,.448,.363,.499,2.0,2.5,0.9,0.2,6.9
T.J. Warren\warretj01,67,32.9,.536,.403,.581,4.2,1.5,1.2,0.5,19.8
P.J. Washington\washipj01,58,30.3,.455,.374,.528,5.4,2.1,0.9,0.8,12.2
Yuta Watanabe\watanyu01,18,5.8,.441,.375,.485,1.1,0.3,0.3,0.1,2.0
Tremont Waters\watertr01,11,10.8,.286,.167,.327,1.1,1.5,0.9,0.2,3.6
Paul Watson\watsopa01,10,8.7,.385,.333,.462,1.7,0.8,0.4,0.1,3.1
Paul Watson\watsopa01,2,8.5,.000,.000,.000,1.0,1.5,0.5,0.0,0.0
Paul Watson\watsopa01,8,8.8,.526,.444,.632,1.9,0.6,0.4,0.1,3.9
Quinndary Weatherspoon\weathqu01,11,7.1,.294,.200,.324,0.6,1.0,0.3,0.1,1.1
Russell Westbrook\westbru01,57,35.9,.472,.258,.493,7.9,7.0,1.6,0.4,27.2
Coby White\whiteco01,65,25.8,.394,.354,.478,3.5,2.7,0.8,0.1,13.2
Derrick White\whitede01,68,24.7,.458,.366,.530,3.3,3.5,0.6,0.9,11.3
Hassan Whiteside\whiteha01,67,30.0,.621,.571,.624,13.5,1.2,0.4,2.9,15.5
Andrew Wiggins\wiggian01,54,34.4,.447,.332,.504,5.1,3.7,0.8,1.0,21.8
Andrew Wiggins\wiggian01,42,34.6,.444,.331,.502,5.2,3.7,0.7,0.9,22.4
Andrew Wiggins\wiggian01,12,33.6,.457,.339,.511,4.6,3.6,1.3,1.4,19.4
Grant Williams\willigr01,69,15.1,.412,.250,.469,2.6,1.0,0.4,0.5,3.4
Johnathan Williams\willijo04,15,12.0,.559,.000,.559,4.3,0.5,0.1,0.5,3.0
Kenrich Williams\willike04,39,21.3,.347,.258,.432,4.8,1.5,0.7,0.5,3.5
Lou Williams\willilo02,65,28.7,.418,.352,.477,3.1,5.6,0.7,0.2,18.2
Marvin Williams\willima02,58,19.5,.446,.359,.551,3.2,1.0,0.6,0.5,5.9
Marvin Williams\willima02,41,19.7,.448,.376,.552,2.7,1.0,0.6,0.5,6.7
Marvin Williams\willima02,17,18.9,.439,.308,.544,4.4,1.1,0.6,0.5,4.0
Robert Williams\williro04,29,13.4,.727,,.727,4.4,0.9,0.8,1.2,5.2
Nigel Williams-Goss\willini01,10,5.0,.313,.286,.375,0.6,0.6,0.3,0.1,1.4
Zion Williamson\willizi01,24,27.8,.583,.429,.592,6.3,2.1,0.7,0.4,22.5
D.J. Wilson\wilsodj01,37,9.8,.394,.247,.462,2.5,0.7,0.1,0.1,3.6
Justise Winslow\winslju01,11,32.0,.388,.222,.411,6.6,4.0,0.6,0.5,11.3
Christian Wood\woodch01,62,21.4,.567,.386,.620,6.3,1.0,0.5,0.9,13.1
Delon Wright\wrighde01,73,21.5,.462,.370,.519,3.8,3.3,1.2,0.3,6.9
Justin Wright-Foreman\wrighju02,4,11.3,.350,.200,.400,1.3,1.8,0.5,0.0,4.8
Thaddeus Young\youngth01,64,24.9,.448,.356,.513,4.9,1.8,1.4,0.4,10.3
Trae Young\youngtr01,60,35.3,.437,.361,.519,4.3,9.3,1.1,0.1,29.6
Cody Zeller\zelleco01,58,23.1,.524,.240,.543,7.1,1.5,0.7,0.4,11.1
Tyler Zeller\zellety01,2,2.0,.250,,.250,2.0,0.0,0.0,0.0,1.0
Ante Žižić\zizican01,22,10.0,.569,,.569,3.0,0.3,0.3,0.2,4.4
Ivica Zubac\zubaciv01,72,18.4,.613,.000,.613,7.5,1.1,0.2,0.9,8.3
