Player,G,MP,FG%,3P%,eFG%,TRB,AST,STL,BLK,PTS
Alex Caruso\carusal01,37,15.2,.431,.302,.487,1.8,2.0,0.6,0.3,3.6
Omri Casspi\casspom01,53,14.0,.580,.455,.604,3.8,1.0,0.3,0.4,5.7
Willie Cauley-Stein\caulewi01,73,28.0,.502,.250,.504,7.0,2.4,1.1,0.9,12.8
Tyler Cavanaugh\cavanty01,39,13.3,.441,.360,.546,3.3,0.7,0.2,0.1,4.7
Mario Chalmers\chalmma01,66,21.5,.379,.277,.439,2.4,3.0,1.2,0.2,7.7
Tyson Chandler\chandty01,46,25.0,.647,,.647,9.1,1.2,0.3,0.6,6.5
Wilson Chandler\chandwi01,74,31.7,.445,.358,.515,5.4,2.1,0.6,0.5,10.0
Marquese Chriss\chrisma01,72,21.2,.423,.295,.482,5.5,1.2,0.7,1.0,7.7
Ian Clark\clarkia01,74,19.7,.448,.318,.511,1.7,1.5,0.4,0.1,7.4
Jordan Clarkson\clarkjo01,81,23.3,.451,.352,.509,2.7,2.7,0.7,0.1,13.9
Jordan Clarkson\clarkjo01,53,23.7,.448,.324,.499,3.0,3.3,0.7,0.1,14.5
Jordan Clarkson\clarkjo01,28,22.6,.456,.407,.533,2.1,1.7,0.7,0.1,12.6
Gian Clavell\clavegi01,7,9.1,.333,.400,.500,1.0,0.4,0.3,0.0,2.9
Antonius Cleveland\clevean01,17,7.2,.381,.750,.452,0.8,0.1,0.4,0.3,1.4
Antonius Cleveland\clevean01,13,6.2,.286,.000,.286,0.8,0.2,0.5,0.3,0.8
Antonius Cleveland\clevean01,4,10.5,.571,1.000,.786,1.0,0.0,0.3,0.3,3.3
John Collins\collijo01,74,24.1,.576,.340,.591,7.3,1.3,0.6,1.1,10.5
Zach Collins\colliza01,66,15.8,.398,.310,.458,3.3,0.8,0.3,0.5,4.4
Kyle Collinsworth\colliky01,32,15.0,.384,.235,.404,3.3,1.8,0.5,0.3,3.2
Darren Collison\collida01,69,29.2,.495,.468,.571,2.6,5.3,1.3,0.2,12.4
Nick Collison\collini01,15,5.0,.684,,.684,1.3,0.3,0.0,0.0,2.1
Mike Conley\conlemi01,12,31.1,.381,.312,.452,2.3,4.1,1.0,0.3,17.1
Pat Connaughton\connapa01,82,18.1,.423,.352,.518,2.0,1.1,0.3,0.3,5.4
Quinn Cook\cookqu01,33,22.4,.484,.442,.575,2.5,2.7,0.4,0.0,9.5
Charles Cooke\cookech01,13,2.9,.143,.125,.179,0.2,0.1,0.1,0.0,0.5
Jack Cooley\cooleja01,7,12.4,.481,,.481,4.3,0.9,0.1,0.0,5.7
Matt Costello\costema01,4,8.0,.500,,.500,2.3,0.5,0.5,0.5,1.0
DeMarcus Cousins\couside01,48,36.2,.470,.354,.530,12.9,5.4,1.6,1.6,25.2
Robert Covington\covinro01,80,31.7,.413,.369,.534,5.4,2.0,1.7,0.9,12.6
Allen Crabbe\crabbal01,75,29.3,.407,.378,.529,4.3,1.6,0.6,0.5,13.2
Torrey Craig\craigto01,39,16.1,.453,.293,.515,3.3,0.6,0.3,0.4,4.2
Jamal Crawford\crawfja01,80,20.7,.415,.331,.485,1.2,2.3,0.5,0.1,10.3
Jordan Crawford\crawfjo02,5,10.6,.444,.571,.593,0.8,2.6,0.2,0.2,6.6
Jae Crowder\crowdja01,80,26.1,.404,.323,.486,3.4,1.2,0.8,0.3,9.7
Jae Crowder\crowdja01,53,25.4,.418,.328,.500,3.3,1.1,0.8,0.2,8.6
Jae Crowder\crowdja01,27,27.6,.386,.316,.468,3.8,1.5,0.9,0.3,11.8
Dante Cunningham\cunnida01,73,21.4,.451,.345,.530,4.1,0.7,0.5,0.4,5.7
Dante Cunningham\cunnida01,51,21.9,.440,.324,.518,3.8,0.5,0.5,0.3,5.0
Dante Cunningham\cunnida01,22,20.3,.468,.383,.550,4.8,1.0,0.5,0.6,7.5
Stephen Curry\curryst01,51,32.0,.495,.423,.618,5.1,6.1,1.6,0.2,26.4
Troy Daniels\danietr01,79,20.5,.403,.400,.563,1.6,0.6,0.3,0.1,8.9
Anthony Davis\davisan02,75,36.4,.534,.340,.552,11.1,2.3,1.5,2.6,28.1
Deyonta Davis\davisde01,62,15.2,.608,,.608,4.0,0.6,0.2,0.6,5.8
Ed Davis\davised01,78,18.9,.582,.000,.582,7.4,0.5,0.4,0.7,5.3
Dewayne Dedmon\dedmode01,62,24.9,.524,.355,.577,7.9,1.5,0.6,0.8,10.0
Sam Dekker\dekkesa01,73,12.1,.494,.167,.514,2.4,0.5,0.3,0.1,4.2
Malcolm Delaney\delanma01,54,18.8,.382,.371,.463,1.9,3.0,0.6,0.1,6.3
Matthew Dellavedova\dellama01,38,18.7,.362,.372,.457,1.7,3.8,0.4,0.0,4.3
Luol Deng\denglu01,1,13.0,.500,,.500,0.0,1.0,1.0,0.0,2.0
DeMar DeRozan\derozde01,80,33.9,.456,.310,.488,3.9,5.2,1.1,0.3,23.0
Cheick Diallo\diallch01,52,11.2,.580,,.580,4.1,0.4,0.2,0.4,4.9
Gorgui Dieng\dienggo01,79,16.9,.479,.311,.504,4.6,0.9,0.6,0.5,5.9
Spencer Dinwiddie\dinwisp01,80,28.8,.387,.326,.471,3.2,6.6,0.9,0.3,12.6
Tyler Dorsey\dorsety01,56,17.4,.377,.362,.471,2.3,1.4,0.3,0.1,7.2
Damyean Dotson\dotsoda01,44,10.8,.447,.324,.516,1.9,0.7,0.3,0.0,4.1
Milton Doyle\doylemi01,10,12.5,.277,.174,.319,1.8,1.0,0.6,0.2,3.4
PJ Dozier\doziepj01,2,1.5,.500,,.500,0.5,0.0,0.0,0.0,1.0
Goran Dragić\dragigo01,75,31.7,.450,.370,.502,4.1,4.8,0.8,0.2,17.3
Larry Drew II\drewla02,10,7.0,.292,.333,.354,0.3,1.0,0.0,0.0,1.7
Larry Drew II\drewla02,3,5.0,.143,.000,.143,0.3,0.7,0.0,0.0,0.7
Larry Drew II\drewla02,7,7.9,.353,.500,.441,0.3,1.1,0.0,0.0,2.1
Andre Drummond\drumman01,78,33.7,.529,.000,.529,16.0,3.0,1.5,1.6,15.0
Jared Dudley\dudleja01,48,14.3,.393,.363,.512,2.0,1.6,0.5,0.2,3.2
Kris Dunn\dunnkr01,52,29.3,.429,.321,.462,4.3,6.0,2.0,0.5,13.4
Kevin Durant\duranke01,68,34.2,.516,.419,.586,6.8,5.4,0.7,1.8,26.4
Jarell Eddie\eddieja01,3,3.0,.000,.000,.000,0.3,0.0,0.3,0.0,0.0
Jarell Eddie\eddieja01,2,3.0,.000,.000,.000,0.5,0.0,0.5,0.0,0.0
Jarell Eddie\eddieja01,1,3.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0
Henry Ellenson\ellenhe01,38,8.7,.363,.333,.432,2.1,0.5,0.1,0.0,4.0
Wayne Ellington\ellinwa01,77,26.5,.407,.392,.569,2.8,1.0,0.7,0.1,11.2
Joel Embiid\embiijo01,63,30.3,.483,.308,.514,11.0,3.2,0.6,1.8,22.9
James Ennis III\ennisja01,72,22.3,.474,.333,.540,3.1,1.0,0.7,0.3,7.1
James Ennis III\ennisja01,45,23.4,.486,.357,.554,3.5,1.1,0.7,0.3,6.9
James Ennis III\ennisja01,27,20.4,.457,.304,.522,2.5,0.8,0.6,0.2,7.5
Tyler Ennis\ennisty01,54,12.6,.420,.250,.451,1.8,1.9,0.6,0.2,4.1
Jawun Evans\evansja01,48,16.2,.352,.278,.381,1.8,2.1,0.8,0.1,4.8
Jeremy Evans\evansje01,1,5.0,1.000,,1.000,1.0,0.0,0.0,0.0,2.0
Tyreke Evans\evansty01,52,30.9,.452,.399,.523,5.1,5.2,1.1,0.3,19.4
Dante Exum\exumda01,14,16.8,.483,.278,.511,1.9,3.1,0.6,0.2,8.1
Kenneth Faried\farieke01,32,14.4,.514,.000,.514,4.8,0.6,0.4,0.4,5.9
Derrick Favors\favorde01,77,28.0,.563,.222,.573,7.2,1.3,0.7,1.1,12.3
Kay Felder\feldeka01,16,8.8,.300,.211,.329,1.1,1.3,0.2,0.1,3.6
Kay Felder\feldeka01,14,9.6,.303,.222,.333,1.0,1.4,0.2,0.1,3.9
Kay Felder\feldeka01,2,3.0,.250,.000,.250,2.0,0.0,0.0,0.0,1.0
Cristiano Felício\feliccr01,55,17.8,.591,.000,.591,4.2,1.0,0.3,0.2,5.6
Raymond Felton\feltora01,82,16.6,.406,.352,.479,1.9,2.5,0.6,0.2,6.9
Terrance Ferguson\fergute01,61,12.5,.414,.333,.533,0.8,0.3,0.4,0.2,3.1
Yogi Ferrell\ferreyo01,82,27.8,.426,.373,.518,3.0,2.5,0.8,0.1,10.2
Dorian Finney-Smith\finnedo01,21,21.3,.380,.299,.463,3.6,1.2,0.5,0.2,5.9
Bryn Forbes\forbebr01,80,19.0,.421,.390,.510,1.4,1.0,0.4,0.0,6.9
Evan Fournier\fournev01,57,32.2,.459,.379,.538,3.2,2.9,0.8,0.3,17.8
De'Aaron Fox\foxde01,73,27.8,.412,.307,.441,2.8,4.4,1.0,0.3,11.6
Tim Frazier\fraziti01,59,14.2,.395,.304,.445,1.9,3.3,0.8,0.1,3.0
Enes Freedom\kanteen01,71,25.8,.592,.000,.592,11.0,1.5,0.5,0.5,14.1
Channing Frye\fryech01,53,13.1,.491,.339,.583,2.5,0.7,0.3,0.2,5.0
Channing Frye\fryech01,44,12.4,.497,.333,.586,2.5,0.6,0.4,0.3,4.8
Channing Frye\fryech01,9,16.7,.465,.360,.570,2.8,1.1,0.1,0.1,5.8
Markelle Fultz\fultzma01,14,18.1,.405,.000,.405,3.1,3.8,0.9,0.3,7.1
Danilo Gallinari\gallida01,21,32.0,.398,.324,.469,4.8,2.0,0.6,0.5,15.3
Langston Galloway\gallola01,58,14.9,.371,.344,.481,1.6,1.0,0.6,0.1,6.2
Marc Gasol\gasolma01,73,33.0,.420,.341,.473,8.1,4.2,0.7,1.4,17.2
Pau Gasol\gasolpa01,77,23.5,.458,.358,.492,8.0,3.1,0.3,1.0,10.1
Rudy Gay\gayru01,57,21.6,.471,.314,.506,5.1,1.3,0.8,0.7,11.5
Paul George\georgpa01,79,36.6,.430,.401,.521,5.7,3.3,2.0,0.5,21.9
Marcus Georges-Hunt\georgma01,42,5.3,.438,.267,.479,0.4,0.2,0.1,0.0,1.4
Jonathan Gibson\gibsojo01,4,10.0,.609,.500,.739,0.8,1.0,0.0,0.0,8.5
Taj Gibson\gibsota01,82,33.2,.577,.200,.581,7.1,1.2,0.8,0.7,12.2
Manu Ginóbili*\ginobma01,65,20.0,.434,.333,.503,2.2,2.5,0.7,0.2,8.9
Rudy Gobert\goberru01,56,32.4,.622,,.622,10.7,1.4,0.8,2.3,13.5
Aaron Gordon\gordoaa01,58,32.9,.434,.336,.500,7.9,2.3,1.0,0.8,17.6
Eric Gordon\gordoer01,69,31.2,.428,.359,.540,2.5,2.2,0.6,0.4,18.0
Marcin Gortat\gortama01,82,25.3,.518,,.518,7.6,1.8,0.5,0.7,8.4
Treveon Graham\grahatr01,63,16.7,.434,.412,.525,1.9,0.9,0.5,0.0,4.3
Jerami Grant\grantje01,81,20.3,.535,.291,.570,3.9,0.7,0.4,1.0,8.4
Jerian Grant\grantje02,74,22.8,.416,.326,.476,2.3,4.6,0.9,0.1,8.4
Josh Gray\grayjo01,5,17.2,.268,.231,.305,2.0,2.4,1.6,0.4,6.4
Danny Green\greenda02,70,25.6,.387,.363,.490,3.6,1.6,0.9,1.1,8.6
Draymond Green\greendr01,70,32.7,.454,.301,.516,7.6,7.3,1.4,1.3,11.0
Gerald Green\greenge01,41,22.7,.407,.369,.540,3.2,0.6,0.6,0.4,12.1
JaMychal Green\greenja01,55,28.0,.457,.339,.501,8.4,1.4,0.6,0.5,10.3
Jeff Green\greenje02,78,23.4,.477,.312,.520,3.2,1.3,0.5,0.4,10.8
Blake Griffin\griffbl01,58,34.0,.438,.345,.493,7.4,5.8,0.7,0.3,21.4
Blake Griffin\griffbl01,33,34.5,.441,.342,.497,7.9,5.4,0.9,0.3,22.6
Blake Griffin\griffbl01,25,33.2,.433,.348,.489,6.6,6.2,0.4,0.4,19.8
Daniel Hamilton\hamilda02,6,4.7,.455,.400,.545,0.8,1.3,0.2,0.0,2.0
Tim Hardaway Jr.\hardati02,57,33.1,.421,.317,.496,3.9,2.7,1.1,0.2,17.5
James Harden\hardeja01,72,35.4,.449,.367,.541,5.4,8.8,1.8,0.7,30.4
Maurice Harkless\harklma01,59,21.4,.495,.415,.577,2.7,0.9,0.8,0.7,6.5
Montrezl Harrell\harremo01,76,17.0,.635,.143,.636,4.0,1.0,0.5,0.7,11.0
Devin Harris\harride01,71,18.9,.412,.348,.499,1.8,2.1,0.7,0.2,8.4
Devin Harris\harride01,44,18.3,.415,.352,.493,1.9,1.9,0.8,0.2,8.5
Devin Harris\harride01,27,19.7,.406,.343,.509,1.6,2.5,0.5,0.1,8.2
Gary Harris\harriga01,67,34.4,.485,.396,.570,2.6,2.9,1.8,0.2,17.5
Joe Harris\harrijo01,78,25.3,.491,.419,.612,3.3,1.6,0.4,0.3,10.8
Tobias Harris\harrito02,80,33.4,.460,.411,.535,5.5,2.4,0.9,0.4,18.6
Tobias Harris\harrito02,48,32.6,.451,.409,.531,5.1,2.0,0.7,0.3,18.1
Tobias Harris\harrito02,32,34.5,.473,.414,.541,6.0,3.1,1.2,0.6,19.3
Aaron Harrison\harriaa01,9,25.9,.275,.209,.341,2.7,1.2,1.0,0.2,6.7
Andrew Harrison\harrian01,56,23.7,.422,.331,.477,2.3,3.2,0.7,0.5,9.5
Shaquille Harrison\harrish01,23,16.7,.476,.231,.500,2.7,2.4,1.1,0.3,6.6
Josh Hart\hartjo01,63,23.2,.469,.396,.573,4.2,1.3,0.7,0.3,7.9
Udonis Haslem\hasleud01,14,5.1,.200,.125,.233,0.7,0.4,0.0,0.1,0.6
Nigel Hayes\hayesni01,9,13.6,.333,.250,.394,2.4,0.7,0.2,0.3,3.0
Nigel Hayes\hayesni01,2,5.5,.333,.000,.333,0.0,1.0,0.0,0.0,1.5
Nigel Hayes\hayesni01,2,3.0,1.000,1.000,1.500,0.0,0.0,0.0,0.0,3.0
Nigel Hayes\hayesni01,5,21.0,.286,.167,.321,4.4,0.8,0.4,0.6,3.6
Gordon Hayward\haywago01,1,5.0,.500,.000,.500,1.0,0.0,0.0,0.0,2.0
Reggie Hearn\hearnre01,3,2.3,.500,.500,.750,0.0,0.0,0.0,0.0,1.0
Myke Henry\henrymy01,20,18.9,.376,.328,.463,1.9,1.1,1.6,0.3,5.4
John Henson\hensojo01,76,25.9,.572,.143,.573,6.8,1.5,0.6,1.4,8.8
Juancho Hernangómez\hernaju01,25,11.1,.387,.280,.480,2.2,0.5,0.2,0.1,3.3
Willy Hernangómez\hernawi01,48,10.3,.555,.417,.570,3.8,0.7,0.4,0.3,5.1
Willy Hernangómez\hernawi01,26,9.0,.605,.200,.611,2.6,0.8,0.3,0.3,4.3
Willy Hernangómez\hernawi01,22,11.9,.506,.571,.530,5.3,0.5,0.5,0.4,6.1
Mario Hezonja\hezonma01,75,22.1,.442,.337,.515,3.7,1.4,1.1,0.4,9.6
Isaiah Hicks\hicksis01,18,13.3,.458,.222,.472,2.3,0.9,0.1,0.2,4.4
Buddy Hield\hieldbu01,80,25.3,.446,.431,.540,3.8,1.9,1.1,0.3,13.5
Nenê\hilarne01,52,14.6,.569,.000,.569,3.4,0.9,0.5,0.3,6.5
George Hill\hillge01,67,27.0,.460,.415,.543,2.7,2.8,0.9,0.4,10.0
George Hill\hillge01,43,26.6,.469,.453,.558,2.7,2.8,0.9,0.3,10.3
George Hill\hillge01,24,27.9,.444,.351,.516,2.7,2.8,0.9,0.6,9.4
Solomon Hill\hillso01,12,15.6,.268,.190,.317,3.0,1.8,0.6,0.1,2.4
Darrun Hilliard\hillida01,14,6.8,.263,.000,.263,0.5,0.8,0.1,0.0,1.1
Jrue Holiday\holidjr01,81,36.1,.494,.337,.543,4.5,6.0,1.5,0.8,19.0
Justin Holiday\holidju01,72,31.5,.371,.359,.474,4.0,2.1,1.1,0.4,12.2
John Holland\hollajo02,24,7.3,.288,.306,.381,1.0,0.2,0.3,0.1,2.3
Rondae Hollis-Jefferson\holliro01,68,28.2,.472,.241,.481,6.8,2.5,1.0,0.7,13.9
Richaun Holmes\holmeri01,48,15.5,.560,.129,.568,4.4,1.3,0.4,0.6,6.5
Rodney Hood\hoodro01,60,26.9,.429,.381,.513,2.8,1.6,0.8,0.2,14.7
Rodney Hood\hoodro01,39,27.8,.424,.389,.516,2.8,1.7,0.8,0.2,16.8
Rodney Hood\hoodro01,21,25.3,.442,.352,.505,2.6,1.4,0.7,0.2,10.8
Scotty Hopson\hopsosc01,1,8.0,.000,,.000,0.0,1.0,0.0,0.0,1.0
Al Horford\horfoal01,72,31.6,.489,.429,.553,7.4,4.7,0.6,1.1,12.9
Danuel House Jr.\houseda01,23,17.5,.434,.259,.492,3.3,1.1,0.3,0.3,6.6
Dwight Howard\howardw01,81,30.4,.555,.143,.556,12.5,1.3,0.6,1.6,16.6
Josh Huestis\huestjo01,69,14.2,.330,.287,.420,2.3,0.3,0.2,0.6,2.3
