Player,PER,TS%,WS,BPM,VORP
CJ McCollum\mccolcj01,17.0,.541,4.1,0.5,1.6
T.J. McConnell\mccontj01,16.5,.540,3.3,0.5,0.8
Jalen McDaniels\mcdanja01,10.7,.574,0.5,-3.3,-0.1
Doug McDermott\mcderdo01,14.4,.620,3.3,0.0,0.7
JaVale McGee\mcgeeja01,19.4,.652,4.7,1.5,1.0
Rodney McGruder\mcgruro01,6.7,.477,1.0,-3.0,-0.2
Alfonzo McKinnie\mckinal01,8.7,.493,0.2,-5.3,-0.5
Jordan McLaughlin\mclaujo01,16.3,.587,1.6,0.3,0.3
Ben McLemore\mclembe01,11.8,.622,3.3,-0.5,0.6
Jordan McRae\mcraejo01,14.2,.515,0.7,-1.5,0.1
Jordan McRae\mcraejo01,15.2,.523,0.7,-0.4,0.3
Jordan McRae\mcraejo01,16.7,.580,0.1,2.5,0.0
Jordan McRae\mcraejo01,6.5,.446,-0.1,-9.8,-0.2
Nicolò Melli\mellini01,11.4,.556,1.8,-1.3,0.2
De'Anthony Melton\meltode01,13.5,.501,1.7,-0.2,0.5
Chimezie Metu\metuch01,22.2,.608,0.3,1.7,0.1
Khris Middleton\middlkh01,21.1,.619,7.9,4.1,2.9
Eric Mika\mikaer01,13.9,.773,0.1,-3.4,0.0
C.J. Miles\milescj01,11.1,.472,0.1,-1.7,0.0
Malcolm Miller\millema01,6.7,.538,0.3,-2.3,0.0
Patty Mills\millspa02,14.8,.592,2.8,0.0,0.8
Paul Millsap\millspa01,16.9,.591,3.5,0.1,0.7
Shake Milton\miltosh01,14.4,.617,2.1,-1.0,0.2
Donovan Mitchell\mitchdo01,18.8,.558,5.4,1.9,2.3
Naz Mitrou-Long\mitrona01,7.8,.412,0.0,-1.4,0.0
Adam Mokoka\mokokad01,8.2,.538,0.2,-4.1,-0.1
Malik Monk\monkma01,12.6,.530,0.7,-2.3,-0.1
Matt Mooney\moonema01,8.1,.250,0.0,-0.4,0.0
E'Twaun Moore\mooreet01,11.3,.510,0.9,-2.7,-0.2
Ja Morant\moranja01,17.4,.556,3.8,0.3,1.2
Juwan Morgan\morgaju01,10.1,.648,0.3,-3.2,0.0
Marcus Morris\morrima03,14.3,.570,3.6,-0.1,0.9
Marcus Morris\morrima03,16.5,.582,2.9,0.7,0.9
Marcus Morris\morrima03,8.9,.523,0.6,-2.2,0.0
Markieff Morris\morrima02,12.5,.565,1.4,-2.0,0.0
Markieff Morris\morrima02,12.7,.573,1.0,-2.1,0.0
Markieff Morris\morrima02,11.5,.516,0.4,-1.4,0.0
Monte Morris\morrimo01,14.9,.545,3.8,-0.2,0.7
Johnathan Motley\motlejo01,28.5,.774,0.3,8.1,0.1
Emmanuel Mudiay\mudiaem01,13.0,.543,1.0,-1.9,0.0
Mychal Mulder\muldemy01,7.8,.533,0.1,-6.0,-0.2
Dejounte Murray\murrade01,16.2,.524,2.6,0.4,1.0
Jamal Murray\murraja01,17.7,.559,4.3,1.2,1.5
Džanan Musa\musadz01,9.4,.484,0.2,-4.4,-0.3
Mike Muscala\muscami01,12.5,.569,1.3,-0.1,0.3
Svi Mykhailiuk\mykhasv01,11.2,.578,1.6,-1.9,0.0
Abdel Nader\naderab01,11.3,.591,1.3,-1.0,0.2
Larry Nance Jr.\nancela02,17.3,.608,3.9,1.7,1.4
Shabazz Napier\napiesh01,13.8,.552,1.7,-1.1,0.3
Shabazz Napier\napiesh01,13.9,.539,1.3,-0.8,0.3
Shabazz Napier\napiesh01,13.6,.573,0.4,-1.6,0.0
Raul Neto\netora01,12.7,.567,1.2,-1.8,0.0
Malik Newman\newmama01,-11.4,.347,0.0,-25.7,0.0
Georges Niang\niangge01,11.7,.589,1.8,-0.1,0.4
Joakim Noah\noahjo01,11.1,.608,0.1,-1.6,0.0
Nerlens Noel\noelne01,20.4,.711,4.9,3.1,1.5
Zach Norvell\norveza01,2.6,.402,-0.1,-8.4,-0.1
Zach Norvell\norveza01,-5.6,.000,0.0,-12.8,0.0
Zach Norvell\norveza01,3.7,.437,-0.1,-7.7,-0.1
Jaylen Nowell\nowelja01,10.5,.471,0.2,-3.8,-0.1
Frank Ntilikina\ntilila01,9.8,.497,0.9,-3.2,-0.4
Kendrick Nunn\nunnke01,12.9,.534,2.0,-2.3,-0.1
Jusuf Nurkić\nurkiju01,22.6,.567,0.9,2.0,0.2
David Nwaba\nwabada01,14.0,.627,0.8,1.1,0.2
Royce O'Neale\onealro01,9.5,.578,4.3,0.9,1.5
Kyle O'Quinn\oquinky01,18.6,.544,1.1,3.0,0.4
Semi Ojeleye\ojelese01,7.7,.562,1.9,-1.7,0.1
Jahlil Okafor\okafoja01,18.3,.642,1.3,-0.2,0.2
Elie Okobo\okoboel01,10.6,.516,1.0,-1.9,0.0
Josh Okogie\okogijo01,11.5,.553,2.2,-2.4,-0.2
KZ Okpala\okpalkz01,13.7,.595,0.1,2.4,0.0
Victor Oladipo\oladivi01,11.3,.506,0.0,-3.3,-0.2
Kelly Olynyk\olynyke01,14.6,.621,3.7,1.0,1.0
Miye Oni\onimi01,9.7,.512,0.1,-4.3,-0.1
Cedi Osman\osmande01,10.7,.552,1.6,-2.6,-0.3
Kelly Oubre Jr.\oubreke01,14.9,.560,3.8,-0.5,0.7
Tariq Owens\owensta01,8.4,.340,0.0,-5.8,0.0
Jeremy Pargo\pargoje01,12.6,.557,0.0,-5.9,0.0
Jabari Parker\parkeja01,18.0,.571,1.6,0.3,0.5
Jabari Parker\parkeja01,17.2,.565,1.2,0.0,0.4
Jabari Parker\parkeja01,26.5,.638,0.4,2.6,0.1
Chandler Parsons\parsoch01,5.6,.389,-0.1,-6.0,-0.1
Eric Paschall\pascher01,14.5,.571,2.1,-2.7,-0.3
Anžejs Pasečņiks\pasecan01,11.3,.551,0.5,-5.6,-0.4
Patrick Patterson\pattepa01,11.5,.580,1.9,0.3,0.5
Justin Patton\pattoju01,4.7,.450,0.0,-10.1,0.0
Chris Paul\paulch01,21.7,.610,8.9,4.4,3.5
Cameron Payne\payneca01,15.7,.612,0.5,1.7,0.2
Elfrid Payton\paytoel01,16.0,.470,1.7,0.0,0.6
Gary Payton II\paytoga02,11.3,.473,0.5,-1.6,0.0
Norvel Pelle\pelleno01,10.5,.526,0.3,-5.2,-0.2
Theo Pinson\pinsoth01,5.2,.370,-0.6,-7.0,-0.5
Mason Plumlee\plumlma01,18.8,.613,3.4,2.0,1.1
Jakob Poeltl\poeltja01,19.1,.612,4.0,2.5,1.3
Vincent Poirier\poirivi01,12.7,.525,0.3,-3.8,-0.1
Shamorie Ponds\pondssh01,33.1,.765,0.1,13.7,0.0
Jordan Poole\poolejo01,7.2,.454,-1.2,-6.6,-1.5
Kevin Porter Jr.\porteke02,10.8,.535,0.3,-3.8,-0.5
Michael Porter Jr.\portemi01,19.8,.617,2.9,1.5,0.8
Otto Porter Jr.\porteot01,15.8,.550,0.8,1.0,0.3
Bobby Portis\portibo01,14.6,.530,1.9,-1.1,0.3
Kristaps Porziņģis\porzikr01,20.2,.551,5.2,1.9,1.8
Dwight Powell\poweldw01,15.9,.677,3.6,1.3,0.9
Norman Powell\powelno01,16.8,.624,4.6,2.0,1.5
Taurean Prince\princta02,9.1,.497,0.6,-2.9,-0.4
Chasson Randle\randlch01,6.7,.377,0.0,-5.9,0.0
Julius Randle\randlju01,17.5,.538,2.7,-0.3,0.9
Josh Reaves\reavejo02,5.8,.405,0.0,-9.4,-0.1
Cam Reddish\reddica01,9.0,.500,-0.4,-4.2,-0.9
J.J. Redick\redicjj01,15.4,.644,4.1,0.7,1.1
Naz Reid\reidna01,15.3,.505,0.8,-1.9,0.0
Josh Richardson\richajo01,12.0,.533,2.1,-1.8,0.1
Austin Rivers\riverau01,10.4,.542,2.4,-2.5,-0.2
Andre Roberson\roberan03,5.4,.335,0.0,-5.4,-0.1
Duncan Robinson\robindu01,13.1,.684,5.3,0.5,1.3
Glenn Robinson III\robingl02,13.3,.577,2.9,-1.7,0.1
Glenn Robinson III\robingl02,13.1,.574,2.1,-1.7,0.1
Glenn Robinson III\robingl02,14.7,.598,0.8,-1.4,0.0
Jerome Robinson\robinje01,7.4,.476,0.2,-3.9,-0.5
Jerome Robinson\robinje01,4.8,.423,0.0,-4.7,-0.3
Jerome Robinson\robinje01,9.8,.516,0.2,-3.2,-0.1
Justin Robinson\robinju01,8.2,.542,0.0,-5.7,0.0
Mitchell Robinson\robinmi01,23.5,.726,6.8,2.9,1.8
Isaiah Roby\robyis01,-7.7,.000,0.0,-15.4,0.0
Rajon Rondo\rondora01,12.4,.494,1.4,-1.4,0.2
Derrick Rose\rosede01,21.0,.555,2.5,2.2,1.4
Terrence Ross\rosste01,14.0,.548,3.0,-0.4,0.8
Terry Rozier\roziete01,14.8,.553,3.0,-0.4,0.8
Ricky Rubio\rubiori01,16.5,.535,4.9,1.0,1.5
D'Angelo Russell\russeda01,18.7,.556,1.8,1.9,1.4
D'Angelo Russell\russeda01,19.1,.558,1.3,2.6,1.2
D'Angelo Russell\russeda01,17.6,.553,0.5,0.1,0.2
Domantas Sabonis\sabondo01,20.7,.586,7.5,3.2,2.9
Luka Šamanić\samanlu01,8.8,.450,0.0,-4.1,0.0
JaKarr Sampson\sampsja02,12.6,.615,1.2,-1.4,0.1
Dario Šarić\saricda01,14.2,.592,3.6,-0.4,0.7
Tomáš Satoranský\satorto01,13.5,.533,3.5,-1.2,0.4
Admiral Schofield\schofad01,6.1,.502,0.1,-5.5,-0.3
Dennis Schröder\schrode01,16.7,.575,3.6,-0.1,1.0
Mike Scott\scottmi01,11.2,.557,2.5,-1.8,0.1
Thabo Sefolosha\sefolth01,9.4,.487,0.7,-1.2,0.1
Collin Sexton\sextoco01,16.3,.560,2.5,-1.8,0.1
Landry Shamet\shamela01,8.5,.580,2.6,-2.1,0.0
Marial Shayok\shayoma01,1.4,.400,-0.1,-13.0,-0.1
Iman Shumpert\shumpim01,5.3,.403,0.0,-5.5,-0.2
Pascal Siakam\siakapa01,17.9,.554,5.4,1.8,2.0
Chris Silva\silvach01,17.3,.651,1.3,-2.3,0.0
Ben Simmons\simmobe01,20.4,.602,6.9,3.6,2.8
Anfernee Simons\simonan01,9.0,.502,0.2,-4.5,-0.9
Alen Smailagić\smailal01,14.5,.610,0.2,-2.2,0.0
Marcus Smart\smartma01,13.8,.518,4.5,1.4,1.6
Dennis Smith Jr.\smithde03,7.4,.399,-0.9,-6.1,-0.6
Ish Smith\smithis01,13.9,.509,1.9,-1.3,0.3
J.R. Smith\smithjr01,0.0,.372,-0.1,-9.8,-0.2
Zhaire Smith\smithzh01,1.1,.313,-0.1,-9.8,-0.1
Tony Snell\snellto01,9.7,.598,2.6,-1.8,0.1
Omari Spellman\spellom01,14.4,.551,1.2,-1.8,0.1
Max Strus\strusma01,30.7,.727,0.0,3.9,0.0
Edmond Sumner\sumneed01,10.1,.491,0.4,-2.9,-0.1
Caleb Swanigan\swanica01,7.6,.597,0.0,-6.0,-0.3
Caleb Swanigan\swanica01,-0.1,.512,-0.1,-11.7,-0.1
Caleb Swanigan\swanica01,8.2,.605,0.1,-5.5,-0.2
Jayson Tatum\tatumja01,20.4,.567,6.9,4.0,3.4
Jeff Teague\teaguje01,14.6,.557,2.5,-1.5,0.2
Jeff Teague\teaguje01,15.9,.578,2.1,-0.6,0.3
Jeff Teague\teaguje01,12.2,.512,0.4,-3.2,-0.2
Garrett Temple\templga01,10.5,.513,2.4,-1.1,0.4
Daniel Theis\theisda01,17.9,.631,6.5,2.4,1.7
Isaiah Thomas\thomais02,11.6,.531,0.0,-4.4,-0.5
Khyri Thomas\thomakh01,3.1,.453,0.0,-7.9,-0.1
Lance Thomas\thomala01,3.0,.485,0.0,-8.2,-0.2
Matt Thomas\thomama02,13.3,.650,1.2,1.1,0.3
Tristan Thompson\thomptr01,16.8,.540,3.1,-1.5,0.2
Sindarius Thornwell\thornsi01,14.7,.627,0.1,-0.8,0.0
Matisse Thybulle\thybuma01,10.0,.539,2.3,0.3,0.8
Anthony Tolliver\tollian01,7.0,.513,0.5,-3.2,-0.3
Anthony Tolliver\tollian01,7.5,.515,0.4,-3.3,-0.2
Anthony Tolliver\tollian01,0.2,.252,-0.2,-8.8,-0.1
Anthony Tolliver\tollian01,8.0,.602,0.3,-1.2,0.0
Juan Toscano-Anderson\toscaju01,9.4,.529,0.2,-3.6,-0.1
Karl-Anthony Towns\townska01,26.5,.642,5.1,7.8,2.9
Gary Trent Jr.\trentga02,12.9,.587,2.5,-0.3,0.6
Allonzo Trier\trieral01,14.5,.620,0.5,-0.4,0.1
P.J. Tucker\tuckepj01,8.3,.559,4.0,-1.9,0.1
Rayjon Tucker\tuckera01,9.7,.584,0.2,-6.1,-0.2
Evan Turner\turneev01,6.8,.424,-0.3,-5.5,-0.2
Myles Turner\turnemy01,14.8,.566,4.2,0.1,1.0
Jarrod Uthoff\uthofja01,8.8,.503,0.0,-4.6,0.0
Jarrod Uthoff\uthofja01,-0.1,.254,0.0,-13.9,0.0
Jarrod Uthoff\uthofja01,12.0,.682,0.1,-1.3,0.0
Jonas Valančiūnas\valanjo01,22.2,.631,7.0,2.4,2.0
Denzel Valentine\valende01,13.0,.511,0.5,-0.6,0.2
Jarred Vanderbilt\vandeja01,7.6,.676,0.0,-6.3,-0.1
Jarred Vanderbilt\vandeja01,7.2,.714,0.0,-6.4,0.0
Jarred Vanderbilt\vandeja01,11.1,.532,0.0,-5.6,0.0
Fred VanVleet\vanvlfr01,16.3,.553,5.8,2.7,2.3
Gabe Vincent\vincega01,1.2,.297,-0.2,-10.4,-0.2
Noah Vonleh\vonleno01,15.5,.622,1.0,-1.0,0.1
Noah Vonleh\vonleno01,15.3,.605,0.9,-1.0,0.1
Noah Vonleh\vonleno01,17.6,.838,0.1,-0.6,0.0
Nikola Vučević\vucevni01,21.9,.549,6.4,4.2,3.1
Dean Wade\wadede01,13.9,.744,0.2,-1.3,0.0
Moritz Wagner\wagnemo01,15.1,.638,1.7,-2.3,-0.1
Dion Waiters\waitedi01,11.5,.521,0.1,-1.2,0.0
Dion Waiters\waitedi01,13.4,.530,0.0,1.8,0.0
Dion Waiters\waitedi01,11.0,.518,0.1,-2.0,0.0
Kemba Walker\walkeke02,20.0,.575,5.9,4.6,2.9
Lonnie Walker IV\walkelo01,10.5,.507,0.3,-3.5,-0.4
Tyrone Wallace\wallaty01,3.9,.389,-0.2,-8.7,-0.3
Derrick Walton\waltode01,8.7,.617,0.6,-1.0,0.1
Derrick Walton\waltode01,8.4,.626,0.5,-1.3,0.0
Derrick Walton\waltode01,11.3,.500,0.1,1.8,0.0
Brad Wanamaker\wanambr01,12.8,.577,3.5,-0.6,0.5
T.J. Warren\warretj01,18.4,.610,6.5,1.1,1.7
P.J. Washington\washipj01,12.4,.547,2.0,-1.6,0.2
Yuta Watanabe\watanyu01,11.2,.480,0.1,-1.7,0.0
Tremont Waters\watertr01,4.3,.381,-0.3,-7.5,-0.2
Paul Watson\watsopa01,12.6,.517,0.2,-0.2,0.0
Paul Watson\watsopa01,-7.1,.000,-0.1,-13.1,0.0
Paul Watson\watsopa01,17.3,.675,0.3,2.9,0.1
Quinndary Weatherspoon\weathqu01,3.2,.336,-0.1,-7.4,-0.1
Russell Westbrook\westbru01,21.0,.536,4.2,1.5,1.8
Coby White\whiteco01,11.9,.506,0.9,-2.9,-0.4
Derrick White\whitede01,16.4,.593,4.2,1.3,1.4
Hassan Whiteside\whiteha01,25.0,.644,8.5,3.2,2.6
Andrew Wiggins\wiggian01,16.4,.536,1.9,-0.3,0.8
Andrew Wiggins\wiggian01,16.1,.535,1.4,-0.4,0.6
Andrew Wiggins\wiggian01,17.5,.542,0.5,-0.1,0.2
Grant Williams\willigr01,7.9,.505,1.6,-2.7,-0.2
Johnathan Williams\willijo04,14.0,.566,0.4,-2.0,0.0
Kenrich Williams\willike04,7.5,.429,0.9,-2.4,-0.1
Lou Williams\willilo02,17.3,.546,4.1,0.7,1.3
Marvin Williams\willima02,11.2,.587,2.4,-0.6,0.4
Marvin Williams\willima02,11.8,.593,1.5,-1.3,0.1
Marvin Williams\willima02,9.8,.566,0.9,0.9,0.2
Robert Williams\williro04,23.1,.728,2.0,5.1,0.7
Nigel Williams-Goss\willini01,8.1,.415,0.0,-3.9,0.0
Zion Williamson\willizi01,24.1,.616,2.0,2.1,0.7
D.J. Wilson\wilsodj01,8.2,.475,0.3,-4.0,-0.2
Justise Winslow\winslju01,8.5,.440,0.0,-3.6,-0.1
Christian Wood\woodch01,23.2,.659,5.1,3.1,1.7
Delon Wright\wrighde01,15.4,.554,4.4,1.9,1.5
Justin Wright-Foreman\wrighju02,8.8,.437,0.0,-9.0,-0.1
Thaddeus Young\youngth01,13.3,.521,1.9,-1.2,0.3
Trae Young\youngtr01,23.9,.595,5.9,3.9,3.1
Cody Zeller\zelleco01,18.8,.576,3.6,-0.6,0.5
Tyler Zeller\zellety01,22.4,.250,0.0,-22.4,0.0
Ante Žižić\zizican01,16.4,.597,0.5,-3.2,-0.1
Ivica Zubac\zubaciv01,21.7,.651,6.6,2.8,1.6
