Player,PER,TS%,WS,BPM,VORP
Tyler Cook\cookty01,13.2,.667,0.8,-2.9,-0.1
DeMarcus Cousins\couside01,16.4,.537,1.2,0.4,0.4
DeMarcus Cousins\couside01,14.9,.511,0.7,-0.1,0.2
DeMarcus Cousins\couside01,20.3,.597,0.5,1.7,0.2
Robert Covington\covinro01,11.2,.553,3.7,0.2,1.2
Torrey Craig\craigto01,14.2,.579,2.2,0.4,0.5
Torrey Craig\craigto01,10.3,.480,0.4,-0.6,0.1
Torrey Craig\craigto01,15.5,.603,1.8,0.8,0.4
Jae Crowder\crowdja01,11.8,.574,3.3,1.1,1.3
Jarrett Culver\culveja01,8.8,.476,-0.1,-5.6,-0.5
Seth Curry\curryse01,12.9,.607,4.0,-0.3,0.7
Stephen Curry\curryst01,26.3,.655,9.0,8.7,5.8
Nate Darling\darlina01,8.2,.541,0.0,-4.0,0.0
Anthony Davis\davisan02,22.1,.556,3.7,4.8,2.0
Ed Davis\davised01,13.1,.487,0.8,-2.2,0.0
Terence Davis\daviste02,12.7,.555,0.8,-1.7,0.1
Terence Davis\daviste02,11.1,.537,0.3,-2.6,-0.1
Terence Davis\daviste02,14.0,.570,0.6,-0.9,0.2
Gabriel Deck\deckga01,16.1,.548,0.5,-0.4,0.1
Dewayne Dedmon\dedmode01,24.5,.735,1.1,1.7,0.2
Matthew Dellavedova\dellama01,7.3,.312,0.0,-6.4,-0.3
DeMar DeRozan\derozde01,22.0,.591,7.4,3.1,2.6
Mamadi Diakite\diakima01,12.3,.477,0.3,-2.4,0.0
Hamidou Diallo\diallha01,14.3,.541,1.6,-2.1,0.0
Hamidou Diallo\diallha01,15.0,.536,1.0,-1.5,0.1
Hamidou Diallo\diallha01,13.1,.549,0.6,-3.2,-0.1
Gorgui Dieng\dienggo01,19.2,.670,2.1,3.4,0.7
Gorgui Dieng\dienggo01,19.2,.682,1.5,3.3,0.5
Gorgui Dieng\dienggo01,19.0,.648,0.7,3.5,0.2
Spencer Dinwiddie\dinwisp01,10.1,.536,0.1,0.2,0.0
Donte DiVincenzo\divindo01,13.0,.542,3.6,0.3,1.0
Luka Dončić\doncilu01,25.3,.587,7.7,6.8,5.1
Luguentz Dort\dortlu01,10.1,.513,0.3,-3.5,-0.6
Damyean Dotson\dotsoda01,8.1,.499,0.0,-4.8,-0.6
Devon Dotson\dotsode01,19.3,.548,0.2,2.1,0.1
Sekou Doumbouya\doumbse01,6.9,.459,-0.2,-6.7,-1.0
PJ Dozier\doziepj01,10.4,.501,1.1,-2.6,-0.2
Goran Dragić\dragigo01,13.0,.552,1.3,-2.3,-0.1
Andre Drummond\drumman01,19.4,.519,2.0,-1.2,0.3
Andre Drummond\drumman01,20.5,.500,0.6,-0.8,0.2
Andre Drummond\drumman01,17.9,.554,1.4,-1.7,0.0
Jared Dudley\dudleja01,4.4,.333,0.1,-3.5,0.0
Kris Dunn\dunnkr01,-5.7,.182,-0.2,-13.7,-0.1
Kevin Durant\duranke01,26.4,.666,5.0,7.2,2.7
Anthony Edwards\edwaran01,13.9,.523,0.8,-2.1,-0.1
Carsen Edwards\edwarca01,10.2,.527,0.3,-4.5,-0.2
CJ Elleby\ellebcj01,9.4,.468,0.1,-4.9,-0.1
Henry Ellenson\ellenhe01,12.8,.476,0.1,-1.8,0.0
Wayne Ellington\ellinwa01,12.2,.625,1.9,-0.2,0.5
Joel Embiid\embiijo01,30.3,.636,8.8,7.5,3.8
James Ennis III\ennisja01,12.5,.613,2.0,-2.2,-0.1
Drew Eubanks\eubandr01,17.9,.618,2.3,0.0,0.4
Dante Exum\exumda01,5.9,.428,-0.1,-3.8,-0.1
Tacko Fall\fallta01,19.6,.660,0.5,1.2,0.1
Derrick Favors\favorde01,19.7,.663,5.1,2.6,1.2
Cristiano Felício\feliccr01,14.7,.574,0.3,0.1,0.0
Terrance Ferguson\fergute01,-7.1,.143,-0.2,-14.3,-0.2
Bruno Fernando\fernabr01,6.2,.475,-0.1,-6.5,-0.3
Yogi Ferrell\ferreyo01,14.4,.459,0.3,0.2,0.1
Yogi Ferrell\ferreyo01,12.4,.434,0.0,-1.0,0.0
Yogi Ferrell\ferreyo01,15.3,.473,0.3,0.7,0.1
Dorian Finney-Smith\finnedo01,12.0,.609,4.4,0.1,1.0
Malik Fitts\fittsma01,2.9,.500,0.0,-9.1,0.0
Malachi Flynn\flynnma01,10.9,.484,0.8,-2.6,-0.1
Bryn Forbes\forbebr01,12.8,.631,2.7,-1.3,0.2
Trent Forrest\forretr01,11.2,.554,0.7,-1.3,0.1
Evan Fournier\fournev01,16.7,.598,2.8,1.1,1.0
Evan Fournier\fournev01,18.2,.604,1.7,1.7,0.7
Evan Fournier\fournev01,14.1,.584,1.1,0.2,0.3
De'Aaron Fox\foxde01,20.7,.565,4.2,1.8,2.0
Robert Franks\frankro01,16.5,.638,0.3,-0.2,0.0
Tim Frazier\fraziti01,-0.5,.177,-0.2,-11.9,-0.2
Enes Freedom\kanteen01,22.4,.636,7.5,0.6,1.2
Markelle Fultz\fultzma01,12.0,.458,-0.1,-4.4,-0.1
Wenyen Gabriel\gabriwe01,9.8,.533,0.3,-3.3,-0.1
Daniel Gafford\gaffoda01,22.2,.697,3.5,2.2,0.8
Daniel Gafford\gaffoda01,18.8,.700,1.5,0.3,0.2
Daniel Gafford\gaffoda01,25.4,.696,2.0,4.0,0.6
Danilo Gallinari\gallida01,16.3,.613,3.7,1.1,1.0
Langston Galloway\gallola01,12.1,.605,0.9,-0.9,0.1
Darius Garland\garlada01,14.2,.547,1.2,-2.1,-0.1
Marc Gasol\gasolma01,12.2,.606,2.8,2.3,1.1
Rudy Gay\gayru01,14.7,.532,1.7,-0.1,0.6
Paul George\georgpa01,20.5,.598,5.3,4.2,2.9
Taj Gibson\gibsota01,16.0,.661,3.8,1.3,0.8
Harry Giles\gilesha01,12.4,.496,0.5,-2.9,-0.1
Shai Gilgeous-Alexander\gilgesh01,21.6,.623,3.5,4.1,1.8
Anthony Gill\gillan01,13.7,.597,0.6,-1.3,0.0
Freddie Gillespie\gillefr01,13.4,.563,0.9,-3.2,-0.1
Rudy Gobert\goberru01,23.5,.683,11.3,4.9,3.8
Brandon Goodwin\goodwbr01,9.2,.471,0.2,-3.1,-0.2
Aaron Gordon\gordoaa01,14.5,.547,1.9,0.1,0.7
Aaron Gordon\gordoaa01,14.9,.537,0.6,0.6,0.5
Aaron Gordon\gordoaa01,14.1,.564,1.3,-0.4,0.3
Eric Gordon\gordoer01,14.4,.577,0.8,-1.1,0.2
Devonte' Graham\grahade01,14.6,.552,3.4,0.7,1.1
Jerami Grant\grantje01,16.9,.556,3.2,1.1,1.4
Danny Green\greenda02,12.1,.582,4.6,1.9,1.9
Draymond Green\greendr01,13.3,.530,4.6,1.7,1.9
JaMychal Green\greenja01,13.6,.590,2.6,-1.5,0.1
Javonte Green\greenja02,12.1,.610,1.1,-0.5,0.2
Javonte Green\greenja02,11.8,.624,0.8,-0.5,0.1
Javonte Green\greenja02,13.1,.579,0.3,-0.6,0.0
Jeff Green\greenje02,13.0,.624,4.1,-0.8,0.6
Josh Green\greenjo02,8.8,.490,0.5,-3.6,-0.2
Blake Griffin\griffbl01,12.9,.546,2.0,-0.8,0.3
Blake Griffin\griffbl01,9.8,.491,0.3,-2.2,-0.1
Blake Griffin\griffbl01,16.3,.610,1.7,0.8,0.4
Kyle Guy\guyky01,8.5,.449,-0.1,-5.8,-0.2
Rui Hachimura\hachiru01,11.4,.549,2.1,-3.1,-0.5
Ashton Hagans\haganas01,-12.4,,0.0,-21.1,0.0
Tyrese Haliburton\halibty01,16.2,.585,3.5,1.4,1.5
Donta Hall\halldo01,22.3,.731,0.8,1.6,0.2
Josh Hall\halljo01,1.0,.363,-0.9,-11.9,-0.8
R.J. Hampton\hamptrj01,11.1,.507,0.4,-3.8,-0.4
R.J. Hampton\hamptrj01,7.7,.490,0.1,-5.4,-0.2
R.J. Hampton\hamptrj01,12.3,.511,0.2,-3.3,-0.2
Tim Hardaway Jr.\hardati02,15.7,.589,4.3,0.4,1.2
James Harden\hardeja01,24.5,.618,7.0,7.2,3.7
James Harden\hardeja01,22.4,.613,1.0,5.0,0.5
James Harden\hardeja01,25.0,.619,6.0,7.7,3.2
Maurice Harkless\harklma01,8.1,.527,0.6,-3.7,-0.3
Maurice Harkless\harklma01,4.6,.540,0.1,-2.8,0.0
Maurice Harkless\harklma01,8.8,.526,0.5,-3.8,-0.3
Jared Harper\harpeja01,-10.8,.260,-0.1,-22.1,-0.1
Montrezl Harrell\harremo01,22.7,.650,7.3,3.0,2.0
Gary Harris\harriga01,9.1,.511,0.7,-4.2,-0.6
Gary Harris\harriga01,9.3,.544,0.8,-2.8,-0.1
Gary Harris\harriga01,9.0,.485,0.0,-5.8,-0.5
Jalen Harris\harrija01,15.2,.632,0.3,0.3,0.1
Joe Harris\harrijo01,14.1,.663,5.2,0.4,1.3
Tobias Harris\harrito02,20.0,.597,7.1,3.7,2.9
Shaquille Harrison\harrish01,6.8,.416,0.2,-4.1,-0.2
Shaquille Harrison\harrish01,6.5,.375,0.0,-6.7,-0.1
Shaquille Harrison\harrish01,6.9,.431,0.2,-3.6,-0.1
Josh Hart\hartjo01,12.2,.566,2.7,-0.8,0.4
Isaiah Hartenstein\harteis01,17.9,.583,1.6,-0.9,0.2
Isaiah Hartenstein\harteis01,15.5,.543,0.7,-3.7,-0.1
Isaiah Hartenstein\harteis01,20.3,.620,0.9,1.7,0.3
Udonis Haslem\hasleud01,54.6,1.000,0.0,31.1,0.0
Jaxson Hayes\hayesja02,19.1,.675,3.5,0.6,0.6
Killian Hayes\hayeski01,5.3,.422,-1.1,-7.2,-0.9
Gordon Hayward\haywago01,17.6,.584,3.5,1.6,1.4
Juancho Hernangómez\hernaju01,12.1,.549,1.1,-2.9,-0.2
Willy Hernangómez\hernawi01,19.6,.591,2.9,0.0,0.4
Tyler Herro\herroty01,13.3,.543,1.7,-1.3,0.3
Buddy Hield\hieldbu01,12.8,.567,2.2,-0.6,0.9
George Hill\hillge01,13.1,.596,1.4,-1.2,0.1
George Hill\hillge01,15.9,.630,1.0,1.0,0.3
George Hill\hillge01,9.7,.545,0.4,-3.9,-0.1
Solomon Hill\hillso01,6.7,.498,1.3,-2.5,-0.2
Nate Hinton\hintona01,10.4,.442,0.0,-3.4,0.0
Jaylen Hoard\hoardja01,13.4,.547,0.5,-2.5,0.0
Aaron Holiday\holidaa01,9.2,.503,0.2,-4.2,-0.7
Jrue Holiday\holidjr01,20.0,.592,6.6,3.4,2.6
Justin Holiday\holidju01,10.4,.571,3.1,-1.0,0.6
Rondae Hollis-Jefferson\holliro01,14.4,.539,0.3,0.1,0.1
Richaun Holmes\holmeri01,20.2,.669,6.1,0.6,1.2
Rodney Hood\hoodro01,5.6,.452,-0.4,-6.4,-1.0
Rodney Hood\hoodro01,5.0,.436,-0.5,-6.8,-0.9
Rodney Hood\hoodro01,7.5,.500,0.1,-4.9,-0.2
Al Horford\horfoal01,17.4,.538,1.6,3.4,1.1
Talen Horton-Tucker\hortota01,12.9,.536,2.1,-1.2,0.3
Danuel House Jr.\houseda01,9.1,.525,0.5,-3.5,-0.3
Dwight Howard\howardw01,17.8,.610,4.0,-1.5,0.1
Markus Howard\howarma02,6.4,.477,-0.3,-8.7,-0.3
Kevin Huerter\huertke01,12.2,.541,3.6,-0.3,1.0
Elijah Hughes\hugheel01,8.4,.488,0.0,-2.8,0.0
De'Andre Hunter\huntede01,15.7,.603,1.7,1.2,0.5
Chandler Hutchison\hutchch01,6.8,.469,-0.1,-5.6,-0.3
Chandler Hutchison\hutchch01,0.4,.344,-0.1,-10.0,-0.1
Chandler Hutchison\hutchch01,8.2,.494,0.1,-4.5,-0.2
Serge Ibaka\ibakase01,18.2,.585,3.0,1.4,0.8
Andre Iguodala\iguodan01,9.2,.519,1.7,-0.4,0.5
Ersan İlyasova\ilyaser01,12.1,.578,0.4,-0.9,0.0
Joe Ingles\inglejo01,15.9,.672,7.0,3.5,2.6
Brandon Ingram\ingrabr01,19.2,.584,5.3,2.2,2.2
Kyrie Irving\irvinky01,24.4,.614,7.4,5.5,3.6
Wes Iwundu\iwundwe01,4.3,.428,0.0,-6.3,-0.6
Wes Iwundu\iwundwe01,4.9,.421,0.1,-4.9,-0.2
Wes Iwundu\iwundwe01,3.7,.435,-0.1,-7.9,-0.4
Frank Jackson\jacksfr01,13.2,.598,1.2,-1.7,0.1
Jaren Jackson Jr.\jacksja02,18.0,.551,0.7,0.1,0.1
Josh Jackson\jacksjo02,12.0,.516,0.1,-3.0,-0.4
Justin Jackson\jacksju01,10.4,.516,0.2,-3.5,-0.2
Justin Jackson\jacksju01,10.7,.519,0.2,-3.2,-0.2
Justin Jackson\jacksju01,5.8,.455,0.0,-8.0,0.0
Reggie Jackson\jacksre01,14.2,.576,3.7,0.4,0.9
Justin James\jamesju01,11.3,.548,0.1,-4.3,-0.2
LeBron James\jamesle01,24.2,.602,5.6,8.1,3.8
Mike James\jamesmi02,11.9,.481,0.1,-4.4,-0.1
DaQuan Jeffries\jeffrda01,7.9,.514,0.3,-4.7,-0.3
DaQuan Jeffries\jeffrda01,7.2,.524,0.0,-5.3,-0.2
DaQuan Jeffries\jeffrda01,8.5,.504,0.2,-4.2,-0.1
Ty Jerome\jeromty01,13.4,.585,1.3,-0.7,0.3
Isaiah Joe\joeis01,9.5,.533,0.6,-3.0,-0.1
Alize Johnson\johnsal02,23.5,.638,0.9,2.7,0.2
Cameron Johnson\johnsca02,11.8,.563,2.6,-0.2,0.7
James Johnson\johnsja01,11.4,.510,1.2,-1.2,0.2
James Johnson\johnsja01,12.2,.526,0.8,0.5,0.3
James Johnson\johnsja01,10.6,.498,0.4,-2.7,-0.1
Keldon Johnson\johnske04,13.8,.557,3.3,-1.6,0.2
Stanley Johnson\johnsst04,8.8,.519,1.0,-2.5,-0.1
Tyler Johnson\johnsty01,8.2,.546,0.7,-3.4,-0.2
Nikola Jokić\jokicni01,31.3,.647,15.6,12.1,8.8
Damian Jones\jonesda03,14.6,.712,1.6,-1.4,0.1
Damian Jones\jonesda03,6.7,.528,0.1,-5.9,-0.1
Damian Jones\jonesda03,17.1,.965,0.5,-0.2,0.1
Damian Jones\jonesda03,15.9,.691,0.9,-0.6,0.1
Derrick Jones Jr.\jonesde02,11.9,.576,2.4,-1.4,0.2
Mason Jones\jonesma05,12.1,.556,0.2,-2.7,-0.1
Mason Jones\jonesma05,11.1,.546,0.0,-3.3,-0.1
Mason Jones\jonesma05,23.5,.662,0.2,4.8,0.0
Tre Jones\jonestr01,12.1,.544,0.4,-3.5,-0.1
Tyus Jones\jonesty01,15.0,.511,2.8,0.8,0.9
DeAndre Jordan\jordade01,17.1,.736,3.9,1.0,0.9
Cory Joseph\josepco01,12.5,.556,2.1,-1.8,0.1
Cory Joseph\josepco01,9.9,.534,0.7,-3.3,-0.3
Cory Joseph\josepco01,17.3,.588,1.4,0.9,0.4
Mfiondu Kabengele\kabenmf01,9.5,.486,0.2,-4.3,-0.2
Mfiondu Kabengele\kabenmf01,1.4,.390,-0.1,-10.1,-0.2
Mfiondu Kabengele\kabenmf01,13.7,.538,0.3,-1.3,0.0
Frank Kaminsky\kaminfr01,15.8,.547,2.0,1.3,0.6
Luke Kennard\kennalu01,12.7,.608,2.7,-0.2,0.6
Louis King\kinglo02,21.2,.600,0.3,4.9,0.1
Maxi Kleber\klebima01,10.6,.606,2.9,0.0,0.7
Nathan Knight\knighna01,13.9,.499,0.4,-3.7,-0.1
Kevin Knox\knoxke01,9.1,.537,0.6,-1.4,0.1
John Konchar\konchjo01,14.8,.608,1.7,1.2,0.5
Furkan Korkmaz\korkmfu01,12.8,.544,2.0,-0.1,0.5
Luke Kornet\kornelu01,13.3,.511,0.7,0.8,0.3
Luke Kornet\kornelu01,9.8,.452,0.1,0.6,0.1
Luke Kornet\kornelu01,14.5,.534,0.6,0.9,0.2
Rodions Kurucs\kurucro01,6.3,.459,-0.1,-4.6,-0.1
Rodions Kurucs\kurucro01,7.7,.500,0.0,0.0,0.0
Rodions Kurucs\kurucro01,0.8,.297,-0.3,-8.6,-0.1
Rodions Kurucs\kurucro01,17.9,.845,0.1,2.2,0.0
Kyle Kuzma\kuzmaky01,12.7,.546,3.3,-0.4,0.8
Anthony Lamb\lamban01,8.7,.523,0.2,-6.1,-0.4
Jeremy Lamb\lambje01,15.8,.587,2.1,1.4,0.7
Romeo Langford\langfro01,5.1,.436,0.0,-4.6,-0.2
Zach LaVine\lavinza01,21.5,.634,5.9,4.0,3.1
Jake Layman\laymaja01,11.4,.577,0.7,-2.1,0.0
T.J. Leaf\leaftj01,11.2,.551,0.0,-3.0,0.0
Jalen Lecque\lecquja01,4.7,.242,-0.1,-13.0,0.0
Damion Lee\leeda03,11.8,.636,2.7,0.2,0.6
Saben Lee\leesa01,13.8,.536,1.5,-2.0,0.0
Alex Len\lenal01,16.4,.643,2.7,-0.1,0.5
Alex Len\lenal01,4.3,.633,-0.1,-4.0,0.0
Alex Len\lenal01,17.5,.643,2.8,0.2,0.5
Kawhi Leonard\leonaka01,26.0,.622,8.8,7.3,4.2
Meyers Leonard\leoname01,6.6,.635,0.0,-3.7,0.0
Caris LeVert\leverca01,17.8,.531,2.4,0.4,0.9
Caris LeVert\leverca01,19.1,.516,0.6,1.5,0.3
Caris LeVert\leverca01,17.4,.535,1.8,0.0,0.6
Kira Lewis Jr.\lewiski01,10.3,.477,0.9,-3.4,-0.3
Damian Lillard\lillada01,25.6,.623,10.4,6.3,5.0
Nassir Little\littlna01,11.6,.589,1.1,-2.7,-0.1
Kevon Looney\looneke01,11.9,.575,3.4,-0.9,0.3
Brook Lopez\lopezbr01,15.4,.611,5.3,0.0,0.9
Robin Lopez\lopezro01,16.7,.661,3.7,-1.0,0.4
Didi Louzada\louzama01,-0.9,.308,-0.1,-9.6,-0.1
Kevin Love\loveke01,15.1,.556,0.9,-0.1,0.3
