Player,G,MP,FG%,3P%,eFG%,TRB,AST,STL,BLK,PTS
Chuma Okeke\okekech01,70,25.0,.376,.318,.478,5.0,1.7,1.4,0.6,8.6
Josh Okogie\okogijo01,49,10.5,.404,.298,.471,1.4,0.5,0.5,0.2,2.7
Onyeka Okongwu\okongon01,48,20.7,.690,,.690,5.9,1.1,0.6,1.3,8.2
Isaac Okoro\okorois01,67,29.6,.480,.350,.544,3.0,1.8,0.8,0.3,8.8
KZ Okpala\okpalkz01,21,11.6,.435,.346,.500,2.0,0.7,0.2,0.3,3.7
Victor Oladipo\oladivi01,8,21.6,.479,.417,.582,2.9,3.5,0.6,0.1,12.4
Cameron Oliver\oliveca01,2,21.5,.667,.333,.700,3.0,1.5,0.5,0.5,11.5
Kelly Olynyk\olynyke01,40,19.1,.448,.336,.517,4.4,2.8,0.8,0.5,9.1
Eugene Omoruyi\omorueu01,4,4.5,.400,.500,.500,1.8,0.5,0.0,0.0,1.8
Miye Oni\onimi01,16,2.8,.222,.125,.278,0.4,0.3,0.0,0.0,0.3
Cedi Osman\osmande01,66,22.2,.432,.357,.544,2.2,2.0,0.8,0.2,10.7
Daniel Oturu\oturuda01,3,9.0,.500,.000,.500,1.7,0.0,0.0,0.7,3.0
Kelly Oubre Jr.\oubreke01,76,26.3,.440,.345,.542,4.0,1.1,1.0,0.4,15.0
Jaysean Paige\paigeja01,1,7.0,.000,.000,.000,1.0,1.0,0.0,0.0,0.0
Trayvon Palmer\palmetr01,1,17.0,.000,,.000,2.0,0.0,0.0,0.0,0.0
Kevin Pangos\pangoke01,24,6.9,.326,.231,.391,0.5,1.3,0.1,0.0,1.6
Jabari Parker\parkeja01,12,9.3,.474,.500,.579,2.3,0.5,0.3,0.1,4.4
Eric Paschall\pascher01,58,12.7,.485,.370,.570,1.8,0.6,0.2,0.1,5.8
Chris Paul\paulch01,65,32.9,.493,.317,.536,4.4,10.8,1.9,0.3,14.7
Cameron Payne\payneca01,58,22.0,.409,.336,.469,3.0,4.9,0.7,0.3,10.8
Elfrid Payton\paytoel01,50,11.0,.383,.222,.394,1.8,2.0,0.5,0.1,3.0
Gary Payton II\paytoga02,71,17.6,.616,.358,.679,3.5,0.9,1.4,0.3,7.1
Norvel Pelle\pelleno01,3,6.3,.600,,.600,2.0,0.0,0.0,0.3,2.0
Reggie Perry\perryre01,10,18.7,.506,.188,.525,4.7,1.2,0.9,0.6,9.2
Reggie Perry\perryre01,9,19.7,.500,.188,.519,5.1,1.3,1.0,0.7,10.0
Reggie Perry\perryre01,1,10.0,1.000,,1.000,1.0,0.0,0.0,0.0,2.0
Jamorko Pickett\pickeja01,13,13.5,.360,.333,.490,2.5,0.5,0.0,0.5,3.8
Theo Pinson\pinsoth01,19,7.8,.359,.333,.487,1.1,0.9,0.3,0.1,2.5
Mason Plumlee\plumlma01,73,24.6,.641,.000,.641,7.7,3.1,0.8,0.7,6.5
Jakob Poeltl\poeltja01,68,29.0,.618,1.000,.619,9.3,2.8,0.7,1.7,13.5
Aleksej Pokusevski\pokusal01,61,20.2,.408,.289,.470,5.2,2.1,0.6,0.6,7.6
Yves Pons\ponsyv01,12,5.9,.313,.333,.406,1.0,0.1,0.1,0.3,1.1
Jordan Poole\poolejo01,76,30.0,.448,.364,.548,3.4,4.0,0.8,0.3,18.5
Kevin Porter Jr.\porteke02,61,31.3,.415,.375,.511,4.4,6.2,1.1,0.4,15.6
Michael Porter Jr.\portemi01,9,29.4,.359,.208,.408,6.6,1.9,1.1,0.2,9.9
Otto Porter Jr.\porteot01,63,22.2,.464,.370,.560,5.7,1.5,1.1,0.5,8.2
Bobby Portis\portibo01,72,28.2,.479,.393,.555,9.1,1.2,0.7,0.7,14.6
Kristaps Porziņģis\porzikr01,51,29.0,.459,.310,.510,8.1,2.3,0.7,1.6,20.2
Kristaps Porziņģis\porzikr01,34,29.5,.451,.283,.499,7.7,2.0,0.7,1.7,19.2
Kristaps Porziņģis\porzikr01,17,28.2,.475,.367,.531,8.8,2.9,0.7,1.5,22.1
Micah Potter\pottemi01,3,10.3,.455,.000,.455,3.0,0.0,0.3,0.3,4.0
Dwight Powell\poweldw01,82,21.9,.671,.351,.687,4.9,1.2,0.5,0.5,8.7
Myles Powell\powelmy01,11,4.7,.294,.167,.324,0.5,0.3,0.1,0.0,1.2
Norman Powell\powelno01,45,32.4,.461,.419,.549,3.2,2.1,0.9,0.5,19.0
Norman Powell\powelno01,40,33.3,.456,.406,.542,3.3,2.1,1.0,0.4,18.7
Norman Powell\powelno01,5,25.0,.508,.542,.611,2.8,2.8,0.4,0.8,21.4
Joshua Primo\primojo01,50,19.3,.374,.307,.452,2.3,1.6,0.4,0.5,5.8
Taurean Prince\princta02,69,17.1,.454,.376,.564,2.5,1.0,0.7,0.3,7.3
Payton Pritchard\pritcpa01,71,14.1,.429,.412,.564,1.9,2.0,0.4,0.1,6.2
Trevelin Queen\queentr01,10,7.4,.455,.375,.591,1.6,0.4,0.5,0.1,4.3
Neemias Queta\quetane01,14,8.6,.447,,.447,2.2,0.4,0.1,0.6,3.2
Immanuel Quickley\quickim01,78,23.1,.392,.346,.487,3.2,3.5,0.7,0.0,11.3
Jahmi'us Ramsey\ramseja01,19,7.1,.414,.278,.457,0.7,0.4,0.1,0.1,3.2
Julius Randle\randlju01,72,35.3,.411,.308,.459,9.9,5.1,0.7,0.5,20.1
Austin Reaves\reaveau01,61,23.2,.459,.317,.542,3.2,1.8,0.5,0.3,7.3
Cam Reddish\reddica01,49,20.7,.404,.359,.485,2.1,1.0,1.0,0.3,10.1
Cam Reddish\reddica01,34,23.4,.402,.379,.487,2.5,1.1,1.0,0.3,11.9
Cam Reddish\reddica01,15,14.3,.415,.258,.477,1.4,0.7,0.8,0.3,6.1
Davon Reed\reedda01,48,13.9,.503,.430,.618,2.3,1.1,0.5,0.2,4.4
Paul Reed\reedpa01,38,7.9,.563,.250,.573,2.4,0.4,0.9,0.4,3.1
Naz Reid\reidna01,77,15.8,.489,.343,.549,3.9,0.9,0.5,0.9,8.3
Nick Richards\richani01,50,7.3,.667,,.667,1.7,0.3,0.2,0.4,3.0
Josh Richardson\richajo01,65,24.6,.438,.415,.534,2.8,1.8,0.9,0.4,10.2
Josh Richardson\richajo01,44,24.7,.443,.397,.534,2.8,1.5,0.8,0.5,9.7
Josh Richardson\richajo01,21,24.4,.429,.444,.534,2.9,2.3,1.0,0.3,11.4
Austin Rivers\riverau01,67,22.1,.417,.342,.530,1.7,1.3,0.8,0.1,6.0
Duncan Robinson\robindu01,79,25.9,.399,.372,.559,2.6,1.6,0.5,0.2,10.9
Justin Robinson\robinju01,25,12.2,.301,.295,.398,0.8,1.3,0.4,0.0,3.1
Justin Robinson\robinju01,17,11.6,.316,.270,.404,0.8,1.2,0.5,0.0,2.8
Justin Robinson\robinju01,3,5.0,.125,.000,.125,0.3,0.7,0.0,0.0,0.7
Justin Robinson\robinju01,5,18.2,.321,.381,.464,1.4,1.8,0.2,0.2,5.6
Mitchell Robinson\robinmi01,72,25.7,.761,,.761,8.6,0.5,0.8,1.8,8.5
Jeremiah Robinson-Earl\robinje02,49,22.2,.414,.352,.503,5.6,1.0,0.6,0.3,7.5
Isaiah Roby\robyis01,45,21.1,.514,.444,.582,4.8,1.6,0.8,0.8,10.1
Rajon Rondo\rondora01,39,17.9,.386,.352,.474,2.8,4.4,0.8,0.2,4.8
Rajon Rondo\rondora01,18,16.1,.324,.267,.380,2.7,3.7,0.7,0.3,3.1
Rajon Rondo\rondora01,21,19.4,.429,.397,.538,2.8,4.9,0.9,0.0,6.2
Derrick Rose\rosede01,26,24.5,.445,.402,.513,3.0,4.0,0.8,0.5,12.0
Terrence Ross\rosste01,63,23.0,.397,.292,.467,2.6,1.8,0.4,0.2,10.0
Terry Rozier\roziete01,73,33.7,.444,.374,.539,4.3,4.5,1.3,0.3,19.3
Ricky Rubio\rubiori01,34,28.5,.363,.339,.434,4.1,6.6,1.4,0.2,13.1
D'Angelo Russell\russeda01,65,32.0,.411,.340,.502,3.3,7.1,1.0,0.3,18.1
Matt Ryan\ryanma01,1,5.0,.200,.200,.300,0.0,0.0,1.0,0.0,3.0
Domantas Sabonis\sabondo01,62,34.5,.573,.312,.598,12.1,5.2,1.0,0.4,18.9
Domantas Sabonis\sabondo01,47,34.7,.580,.324,.610,12.1,5.0,1.0,0.5,18.9
Domantas Sabonis\sabondo01,15,33.6,.554,.235,.564,12.3,5.8,0.9,0.3,18.9
Olivier Sarr\sarrol01,22,19.1,.574,.448,.639,4.2,0.9,0.3,0.7,7.0
Tomáš Satoranský\satorto01,55,16.5,.377,.208,.406,2.3,3.3,0.5,0.1,3.6
Tomáš Satoranský\satorto01,32,15.0,.299,.161,.322,2.0,2.4,0.4,0.0,2.8
Tomáš Satoranský\satorto01,1,9.0,,,,1.0,0.0,0.0,0.0,3.0
Tomáš Satoranský\satorto01,22,18.9,.476,.273,.512,2.8,4.9,0.7,0.2,4.9
Jordan Schakel\schakjo01,4,7.5,.091,.167,.136,2.0,0.0,0.3,0.0,1.3
Admiral Schofield\schofad01,38,12.3,.419,.329,.519,2.3,0.7,0.1,0.1,3.8
Dennis Schröder\schrode01,64,28.7,.431,.344,.490,3.3,4.6,0.8,0.1,13.5
Dennis Schröder\schrode01,49,29.2,.440,.349,.497,3.3,4.2,0.8,0.1,14.4
Dennis Schröder\schrode01,15,26.9,.393,.328,.461,3.3,5.9,0.8,0.2,10.9
Tre Scott\scotttr01,2,5.5,.500,.000,.500,1.0,0.0,0.5,0.5,3.0
Jay Scrubb\scrubja01,18,6.7,.391,.286,.457,0.9,0.4,0.2,0.2,2.7
Wayne Selden\seldewa01,3,6.3,.250,.500,.375,0.3,0.3,0.0,0.0,1.7
Alperen Şengün\sengual01,72,20.7,.474,.248,.502,5.5,2.6,0.8,0.9,9.6
Collin Sexton\sextoco01,11,28.7,.450,.244,.487,3.3,2.1,0.9,0.0,16.0
Landry Shamet\shamela01,69,20.8,.394,.368,.521,1.8,1.6,0.4,0.1,8.3
Day'Ron Sharpe\sharpda01,32,12.2,.577,.286,.584,5.0,0.5,0.3,0.5,6.2
Pascal Siakam\siakapa01,68,37.9,.494,.344,.525,8.5,5.3,1.3,0.6,22.8
Chris Silva\silvach01,10,9.1,.533,,.533,3.6,0.7,0.0,0.1,2.6
Chris Silva\silvach01,1,3.0,,,,1.0,0.0,0.0,0.0,0.0
Chris Silva\silvach01,9,9.8,.533,,.533,3.9,0.8,0.0,0.1,2.9
Marko Simonovic\simonma01,9,3.9,.267,.200,.300,1.1,0.0,0.1,0.1,1.9
Anfernee Simons\simonan01,57,29.5,.443,.405,.555,2.6,3.9,0.5,0.1,17.3
Zavier Simpson\simpsza01,4,43.5,.365,.125,.375,5.3,7.5,1.3,1.0,11.0
Jericho Sims\simsje01,41,13.5,.722,,.722,4.1,0.5,0.3,0.5,2.2
Deividas Sirvydis\sirvyde01,3,9.0,.100,.143,.150,2.0,0.3,1.0,0.3,1.0
Javonte Smart\smartja01,17,11.8,.317,.296,.383,1.4,0.9,0.4,0.2,3.0
Javonte Smart\smartja01,13,12.3,.256,.222,.302,1.5,1.1,0.3,0.2,2.4
Javonte Smart\smartja01,4,10.0,.471,.444,.588,1.3,0.5,0.5,0.3,5.0
Marcus Smart\smartma01,71,32.3,.418,.331,.501,3.8,5.9,1.7,0.3,12.1
Dennis Smith Jr.\smithde03,37,17.2,.418,.222,.434,2.4,3.6,1.2,0.3,5.6
Ish Smith\smithis01,65,17.3,.430,.373,.459,2.2,3.8,0.7,0.4,6.3
Ish Smith\smithis01,37,13.8,.395,.400,.422,1.5,2.6,0.5,0.3,4.5
Ish Smith\smithis01,28,22.0,.457,.357,.488,3.0,5.2,1.0,0.5,8.6
Jalen Smith\smithja04,51,18.1,.503,.328,.560,6.0,0.5,0.3,0.8,9.2
Jalen Smith\smithja04,29,13.2,.460,.231,.493,4.8,0.2,0.2,0.6,6.0
Jalen Smith\smithja04,22,24.7,.531,.373,.603,7.6,0.8,0.4,1.0,13.4
Xavier Sneed\sneedxa01,9,4.3,.200,.125,.250,0.7,0.1,0.0,0.0,0.6
Xavier Sneed\sneedxa01,2,4.0,.000,.000,.000,1.0,0.0,0.0,0.0,0.0
Xavier Sneed\sneedxa01,7,4.4,.250,.167,.313,0.6,0.1,0.0,0.0,0.7
Tony Snell\snellto01,53,15.5,.404,.352,.535,1.9,0.5,0.3,0.2,3.5
Tony Snell\snellto01,38,14.4,.371,.320,.495,1.9,0.5,0.2,0.2,2.6
Tony Snell\snellto01,15,18.5,.446,.396,.588,2.1,0.5,0.5,0.1,5.9
Jaden Springer\sprinja01,2,3.0,1.000,,1.000,1.0,0.0,0.0,1.0,1.0
Cassius Stanley\stanlca01,9,17.2,.413,.235,.457,2.1,0.4,0.6,0.2,5.8
Nik Stauskas\stausni01,8,4.9,.357,.400,.500,0.4,0.3,0.0,0.0,2.3
Nik Stauskas\stausni01,2,12.0,.375,.500,.500,1.5,0.5,0.0,0.0,5.5
Nik Stauskas\stausni01,6,2.5,.333,.333,.500,0.0,0.2,0.0,0.0,1.2
Lance Stephenson\stephla01,46,17.7,.455,.300,.497,2.8,3.6,0.5,0.1,8.3
Lance Stephenson\stephla01,6,11.7,.385,.000,.385,2.5,1.8,0.0,0.0,1.8
Lance Stephenson\stephla01,40,18.6,.458,.310,.502,2.8,3.9,0.6,0.1,9.3
Lamar Stevens\stevela01,63,16.1,.489,.277,.517,2.6,0.7,0.5,0.3,6.1
Isaiah Stewart\stewais01,71,25.6,.510,.326,.526,8.7,1.2,0.3,1.1,8.3
Max Strus\strusma01,68,23.3,.441,.410,.602,3.0,1.4,0.4,0.2,10.6
Jalen Suggs\suggsja01,48,27.2,.361,.214,.400,3.6,4.4,1.2,0.4,11.8
Craig Sword\swordcr01,3,6.3,.750,.000,.750,0.0,0.3,1.3,0.0,2.0
Keifer Sykes\sykeske01,32,17.7,.363,.300,.434,1.4,1.9,0.4,0.1,5.6
Jae'Sean Tate\tateja01,78,26.4,.498,.312,.541,5.4,2.8,0.9,0.5,11.8
Jayson Tatum\tatumja01,76,35.9,.453,.353,.526,8.0,4.4,1.0,0.6,26.9
Terry Taylor\taylote01,33,21.6,.614,.316,.641,5.2,1.2,0.4,0.2,9.6
Garrett Temple\templga01,59,18.6,.376,.319,.476,2.4,1.3,0.7,0.4,5.2
Emanuel Terry\terryem01,3,6.0,.000,,.000,5.0,0.7,0.3,0.0,0.0
Tyrell Terry\terryty01,2,1.5,1.000,,1.000,0.0,0.0,0.0,0.0,1.0
Jon Teske\teskejo01,3,2.7,.000,,.000,0.7,0.3,0.3,0.0,0.0
Daniel Theis\theisda01,47,20.8,.519,.308,.576,4.9,0.9,0.4,0.7,8.2
Daniel Theis\theisda01,26,22.5,.469,.291,.534,5.0,0.8,0.4,0.7,8.4
Daniel Theis\theisda01,21,18.7,.598,.357,.643,4.7,1.0,0.4,0.7,7.9
Brodric Thomas\thomabr01,12,5.0,.444,.222,.500,0.8,0.9,0.1,0.1,1.8
Cam Thomas\thomaca02,67,17.6,.433,.270,.480,2.4,1.2,0.5,0.1,8.5
Isaiah Thomas\thomais02,22,15.1,.401,.337,.485,1.3,1.5,0.3,0.2,8.4
Isaiah Thomas\thomais02,4,25.3,.308,.227,.372,2.0,1.5,0.0,0.5,9.3
Isaiah Thomas\thomais02,1,13.0,.375,.000,.375,0.0,4.0,0.0,0.0,6.0
Isaiah Thomas\thomais02,17,12.9,.433,.397,.529,1.2,1.4,0.4,0.2,8.3
Matt Thomas\thomama02,40,11.5,.410,.385,.541,1.3,0.5,0.2,0.1,4.0
Klay Thompson\thompkl01,32,29.4,.429,.385,.529,3.9,2.8,0.5,0.5,20.4
Tristan Thompson\thomptr01,57,15.7,.528,.333,.530,5.1,0.6,0.4,0.4,6.0
Tristan Thompson\thomptr01,30,15.2,.503,1.000,.507,5.4,0.6,0.4,0.4,6.2
Tristan Thompson\thomptr01,4,16.5,.542,,.542,4.5,0.5,0.0,0.5,7.3
Tristan Thompson\thomptr01,23,16.3,.565,.000,.565,4.7,0.6,0.5,0.3,5.7
JT Thor\thorjt01,33,7.9,.436,.259,.500,1.3,0.6,0.2,0.3,2.0
Matisse Thybulle\thybuma01,66,25.5,.500,.313,.575,2.3,1.1,1.7,1.1,5.7
Killian Tillie\tilliki02,36,12.8,.339,.314,.445,1.7,0.6,0.6,0.4,3.3
Xavier Tillman Sr.\tillmxa01,53,13.2,.454,.204,.477,3.0,1.2,0.9,0.3,4.8
Isaiah Todd\toddis01,12,6.2,.269,.250,.346,1.0,0.3,0.3,0.2,1.7
Obi Toppin\toppiob01,72,17.1,.531,.308,.586,3.7,1.1,0.3,0.5,9.0
Juan Toscano-Anderson\toscaju01,73,13.6,.489,.322,.549,2.4,1.7,0.7,0.2,4.1
Karl-Anthony Towns\townska01,74,33.5,.529,.410,.591,9.8,3.6,1.0,1.1,24.6
Gary Trent Jr.\trentga02,70,35.0,.414,.383,.511,2.7,2.0,1.7,0.3,18.3
P.J. Tucker\tuckepj01,71,27.9,.484,.415,.577,5.5,2.1,0.8,0.2,7.6
Rayjon Tucker\tuckera01,5,14.2,.667,.800,.889,1.6,2.0,0.8,0.0,4.2
Rayjon Tucker\tuckera01,3,9.7,.500,.500,.750,1.3,1.3,0.3,0.0,2.0
Rayjon Tucker\tuckera01,2,21.0,.714,1.000,.929,2.0,3.0,1.5,0.0,7.5
Myles Turner\turnemy01,42,29.4,.509,.333,.587,7.1,1.0,0.7,2.8,12.9
Jonas Valančiūnas\valanjo01,74,30.3,.544,.361,.574,11.4,2.6,0.6,0.8,17.8
Denzel Valentine\valende01,24,9.3,.379,.404,.523,1.8,0.5,0.3,0.0,2.9
Denzel Valentine\valende01,22,9.3,.371,.409,.516,1.7,0.5,0.3,0.0,2.9
Denzel Valentine\valende01,2,9.0,.500,.333,.625,2.0,0.0,0.5,0.0,2.5
Jarred Vanderbilt\vandeja01,74,25.4,.587,.143,.590,8.4,1.3,1.3,0.6,6.9
Fred VanVleet\vanvlfr01,65,37.9,.403,.377,.513,4.4,6.7,1.7,0.5,20.3
Devin Vassell\vassede01,71,27.3,.427,.361,.516,4.3,1.9,1.1,0.6,12.3
Gabe Vincent\vincega01,68,23.4,.417,.368,.533,1.9,3.1,0.9,0.2,8.7
Nikola Vučević\vucevni01,73,33.1,.473,.314,.518,11.0,3.2,1.0,1.0,17.6
Dean Wade\wadede01,51,19.2,.456,.359,.574,2.9,1.0,0.6,0.1,5.3
Franz Wagner\wagnefr01,79,30.7,.468,.354,.517,4.5,2.9,0.9,0.4,15.2
Moritz Wagner\wagnemo01,63,15.2,.497,.328,.581,3.7,1.4,0.3,0.2,9.0
Ish Wainright\wainris01,45,8.0,.394,.322,.486,1.2,0.3,0.4,0.1,2.4
Kemba Walker\walkeke02,37,25.6,.403,.367,.501,3.0,3.5,0.7,0.2,11.6
Lonnie Walker IV\walkelo01,70,23.0,.407,.314,.480,2.6,2.2,0.6,0.3,12.1
M.J. Walker\walkemj01,2,4.0,.000,.000,.000,0.5,0.5,1.0,0.0,0.0
Tyrone Wallace\wallaty01,6,12.5,.350,.250,.400,1.3,0.2,0.5,0.2,2.8
Derrick Walton\waltode01,3,36.0,.231,.231,.288,3.3,7.0,2.3,1.3,6.3
Brad Wanamaker\wanambr01,23,13.9,.364,.235,.390,1.7,2.4,0.3,0.3,3.6
Brad Wanamaker\wanambr01,22,13.3,.361,.235,.389,1.6,2.2,0.2,0.3,3.5
Brad Wanamaker\wanambr01,1,27.0,.400,,.400,4.0,7.0,2.0,0.0,7.0
Duane Washington Jr.\washidu02,48,20.2,.405,.377,.500,1.7,1.8,0.5,0.1,9.9
P.J. Washington\washipj01,65,27.2,.470,.365,.573,5.2,2.3,0.9,0.9,10.3
Yuta Watanabe\watanyu01,38,11.7,.406,.342,.504,2.4,0.6,0.3,0.4,4.3
Lindy Waters III\waterli01,25,18.6,.406,.363,.557,2.9,1.0,0.8,0.3,8.0
Tremont Waters\watertr01,3,16.7,.286,.222,.357,1.3,2.3,1.7,0.0,3.3
Tremont Waters\watertr01,2,21.0,.250,.222,.333,2.0,3.5,2.0,0.0,4.0
Tremont Waters\watertr01,1,8.0,.500,,.500,0.0,0.0,1.0,0.0,2.0
Trendon Watford\watfotr01,48,18.1,.532,.237,.549,4.1,1.7,0.5,0.6,7.6
Paul Watson\watsopa01,9,17.3,.343,.231,.429,3.0,0.9,0.3,0.3,3.4
Quinndary Weatherspoon\weathqu01,11,6.6,.571,.200,.595,1.3,0.5,0.1,0.1,2.7
Russell Westbrook\westbru01,78,34.3,.444,.298,.476,7.4,7.1,1.0,0.3,18.5
Coby White\whiteco01,61,27.5,.433,.385,.539,3.0,2.9,0.5,0.2,12.7
Derrick White\whitede01,75,29.3,.421,.312,.493,3.5,4.9,0.9,0.8,13.2
Derrick White\whitede01,49,30.3,.426,.314,.497,3.5,5.6,1.0,0.9,14.4
Derrick White\whitede01,26,27.4,.409,.306,.483,3.4,3.5,0.6,0.6,11.0
Hassan Whiteside\whiteha01,65,17.9,.652,,.652,7.6,0.4,0.3,1.6,8.2
Joe Wieskamp\wieskjo01,29,7.1,.357,.326,.482,0.5,0.3,0.1,0.1,2.1
Aaron Wiggins\wiggiaa01,50,24.2,.463,.304,.525,3.6,1.4,0.6,0.2,8.3
Andrew Wiggins\wiggian01,73,31.9,.466,.393,.543,4.5,2.2,1.0,0.7,17.2
Lindell Wigginton\wiggili01,19,10.5,.426,.346,.500,1.3,1.2,0.3,0.1,4.2
Brandon Williams\willibr03,24,26.7,.372,.292,.427,3.1,3.9,1.0,0.4,12.9
Grant Williams\willigr01,77,24.4,.475,.411,.597,3.6,1.0,0.5,0.7,7.8
Kenrich Williams\willike04,49,21.9,.461,.339,.525,4.5,2.2,0.9,0.2,7.4
Lou Williams\willilo02,56,14.3,.391,.363,.448,1.6,1.9,0.5,0.1,6.3
Patrick Williams\willipa01,17,24.8,.529,.517,.603,4.1,0.9,0.5,0.5,9.0
Robert Williams\williro04,61,29.6,.736,.000,.736,9.6,2.0,0.9,2.2,10.0
Ziaire Williams\willizi02,62,21.7,.450,.314,.540,2.1,1.0,0.6,0.2,8.1
D.J. Wilson\wilsodj01,4,13.5,.733,.000,.733,4.0,1.3,1.3,0.3,7.5
Dylan Windler\windldy01,50,9.2,.378,.300,.485,1.8,0.7,0.3,0.1,2.2
Justise Winslow\winslju01,48,16.1,.428,.227,.457,4.2,1.8,0.7,0.5,5.7
Justise Winslow\winslju01,37,12.9,.447,.172,.465,3.6,1.4,0.6,0.5,4.2
Justise Winslow\winslju01,11,26.8,.405,.270,.448,6.3,2.9,1.3,0.6,10.7
Cassius Winston\winstca01,7,5.6,.364,.333,.455,0.1,1.0,0.0,0.0,2.0
Christian Wood\woodch01,68,30.8,.501,.390,.576,10.1,2.3,0.8,1.0,17.9
Robert Woodard II\woodaro01,12,3.5,.125,.250,.156,0.9,0.3,0.1,0.1,0.6
Delon Wright\wrighde01,77,18.9,.454,.379,.535,2.9,2.4,1.2,0.2,4.4
McKinley Wright IV\wrighmc01,5,3.8,.667,.500,.833,0.0,0.6,0.0,0.0,1.0
Moses Wright\wrighmo01,4,3.5,.250,.000,.250,0.8,0.5,0.0,0.3,1.3
Moses Wright\wrighmo01,1,1.0,,,,0.0,1.0,0.0,0.0,0.0
Moses Wright\wrighmo01,3,4.3,.250,.000,.250,1.0,0.3,0.0,0.3,1.7
Gabe York\yorkga01,2,10.5,.286,.167,.357,1.0,2.0,1.0,0.5,4.0
Thaddeus Young\youngth01,52,16.3,.518,.354,.550,4.0,2.0,1.0,0.3,6.2
Thaddeus Young\youngth01,26,14.2,.578,.000,.578,3.6,2.3,0.9,0.3,6.1
Thaddeus Young\youngth01,26,18.3,.465,.395,.524,4.4,1.7,1.2,0.4,6.3
Trae Young\youngtr01,76,34.9,.460,.382,.536,3.7,9.7,0.9,0.1,28.4
Omer Yurtseven\yurtsom01,56,12.6,.526,.091,.528,5.3,0.9,0.3,0.4,5.3
Cody Zeller\zelleco01,27,13.1,.567,.000,.567,4.6,0.8,0.3,0.2,5.2
Ivica Zubac\zubaciv01,76,24.4,.626,,.626,8.5,1.6,0.5,1.0,10.3
